"response","count","percent_responded"
"Less than 1/4 of a vape cartridge",24,38.1
"Between 1/4 and a 1/2 of a vape cartridge",12,19.05
"1/2 - 1 vape cartridge",11,17.46
"1.5 - 2 vape cartridges",5,7.94
"1 vape cartridge",4,6.35
"More than 2 vape cartridges",4,6.35
"1 - 1.5 vape cartridges",3,4.76
