"id","Smoke flower","Vape flower","Vape cartridges","Edibles (e.g. gummies, chocolate, lozenges, beverages, cooking oils, etc)","Concentrates (e.g. rosin, shatter, wax, hash, kief, etc)","Tinctures","Salves/topicals","Transdermal patches","Suppositories","Capsules","Other (please specify)"
10248892019,"","","","6-25 mg","","","","","","",""
10248414752,"","","","","","","","","","",""
10247692900,"","","","","","","","","","",""
10247119003,"","","","","","","","","","",""
10246399634,"","","","26 - 50 mg","","","","","6-25 mg","",""
10244871164,"","","","","","","","","","",""
10240299203,"","","","5 mg or less","","","","","","",""
10239531679,"","","","","","","","","","",""
10239175816,"","","","","","","","","","",""
10238126659,"","","","5 mg or less","","","","","","",""
10236014104,"","","","101 - 200 mg","","","","","","",""
10235746652,"","","","","","","","","","",""
10235638327,"","","","6-25 mg","","","","","","",""
10234227563,"","","","","","","","","","26 - 50 mg",""
10234127592,"","","","","","","","","","",""
10234061188,"","","","","","","","","","",""
10233946587,"","","","101 - 200 mg","","","","","6-25 mg","",""
10233820864,"","","","","","","","","","",""
10233709696,"","","","","","","","","","",""
10233663249,"","","","","","","","","","",""
10233619569,"","","","","","","","","","",""
10233531303,"","","","6-25 mg","","","","","","",""
10233496428,"","","","51 - 100 mg","","","","","","",""
10233431423,"","","","51 - 100 mg","","","","","","",""
10233370591,"","","","","","","","","","",""
10233274468,"","","","","","","","","","5 mg or less",""
10233218847,"","","","5 mg or less","","","","","","",""
10233153110,"","","","","","","","","","",""
10233094381,"","","","","","","","","","",""
10232898612,"","","","","","","","","26 - 50 mg","",""
10232619769,"","","","","","","","","","",""
10232232344,"","","","5 mg or less","","","","","","",""
10231985248,"","","","51 - 100 mg","","","","","","",""
10231913670,"","","","1001 or more mg","","","","501 - 1000 mg","26 - 50 mg","",""
10231842260,"","","","501 - 1000 mg","","","","","","6-25 mg",""
10231676273,"","","","","","","","","","",""
10231654493,"","","","","","","","","","",""
10231640334,"","","","","","","","","","26 - 50 mg",""
10231434152,"","","","201 - 500 mg","","","","","","",""
10231412715,"","","","5 mg or less","","","","","","",""
10231390490,"","","","","","","","","","",""
10231385105,"","","","","","","","","","5 mg or less",""
10231320543,"","","","26 - 50 mg","","","","","","",""
10231285230,"","","","6-25 mg","","","","","","26 - 50 mg",""
10231064575,"","","","","","","","","","",""
10231064348,"","","","5 mg or less","","","","","","",""
10231048727,"","","","26 - 50 mg","","","","","","",""
10230820147,"","","","","","","","","","",""
10230754508,"","","","","","","","","","6-25 mg",""
10230729526,"","","","","","","","","","",""
10230681725,"","","","6-25 mg","","","","","","",""
10230603790,"","","","51 - 100 mg","","","","","","",""
10230596390,"","","","","","","","","","",""
10230536550,"","","","","","","","","","",""
10230517511,"","","","","","","","","","",""
10230506284,"","","","","","","","","","",""
10230410378,"","","","","","","","","","",""
10230399786,"","","","","","","","","","",""
10230353468,"","","","6-25 mg","","","","","","",""
10230334342,"","","","6-25 mg","","","","","","",""
10230318306,"","","","","","","","","","",""
10230315461,"","","","5 mg or less","","","","","","6-25 mg",""
10230283776,"","","","","","","","","","5 mg or less",""
10230255552,"","","","6-25 mg","","","","","","",""
10230246660,"","","","501 - 1000 mg","","","","","","",""
10230236662,"","","","","","","","","","",""
10230235893,"","","","","","","","","","5 mg or less",""
10230167859,"","","","","","","","","","",""
10230141012,"","","","","","","","","","",""
10229975238,"","","","5 mg or less","","","","","","",""
10229956995,"","","","","","","","","","",""
10229949182,"","","","51 - 100 mg","","","","","","",""
10229940300,"","","","","","","","","","",""
10229924394,"","","","26 - 50 mg","","","","","","6-25 mg",""
10229917580,"","","","101 - 200 mg","","","","","","",""
10229888050,"","","","","","","","","","",""
10229872745,"","","","","","","","","","5 mg or less",""
10229855762,"","","","6-25 mg","","","","5 mg or less","","",""
10229839162,"","","","","","","","","","",""
10229765765,"","","","","","","","","","501 - 1000 mg",""
10229755208,"","","","","","","","","","",""
10229706080,"","","","","","","","","","6-25 mg",""
10229687684,"","","","26 - 50 mg","","","","","","",""
10229685334,"","","","","","","","","","",""
10229670320,"","","","26 - 50 mg","","","","","","",""
10229666678,"","","","6-25 mg","","","","","","",""
10229649057,"","","","1001 or more mg","","","","26 - 50 mg","","101 - 200 mg",""
10229649053,"","","","","","","","6-25 mg","","",""
10229631055,"","","","","","","","","","26 - 50 mg",""
10229628331,"","","","","","","","","","",""
10229623103,"","","","","","","","5 mg or less","","",""
10229590537,"","","","501 - 1000 mg","","","","201 - 500 mg","","101 - 200 mg",""
10229526159,"","","","","","","","","","",""
10229502714,"","","","","","","","","","501 - 1000 mg",""
10229491086,"","","","201 - 500 mg","","","","","","",""
10229490194,"","","","6-25 mg","","","","","","101 - 200 mg",""
10229482517,"","","","51 - 100 mg","","","","","","",""
10229477413,"","","","51 - 100 mg","","","","","","",""
10229467510,"","","","6-25 mg","","","","","","5 mg or less",""
10229467101,"","","","","","","","","","",""
10229414081,"","","","","","","","","","",""
10229403521,"","","","5 mg or less","","","","","","",""
10229400598,"","","","6-25 mg","","","","","","",""
10229396846,"","","","6-25 mg","","","","","","",""
10229370437,"","","","","","","","","","",""
10229359369,"","","","","","","","","","",""
10229357731,"","","","","","","","","","",""
10229350099,"","","","5 mg or less","","","","","","",""
10229334562,"","","","5 mg or less","","","","","","",""
10229334166,"","","","26 - 50 mg","","","","","","",""
10229306258,"","","","6-25 mg","","","","","","",""
10229304615,"","","","","","","","","","",""
10229300055,"","","","","","","","","","",""
10229291368,"","","","","","","","","","",""
10229281307,"","","","","","","","","","",""
10226660268,"","","","","","","","","","",""
10224212235,"","","","6-25 mg","","","","","","",""
10223907822,"","","","1001 or more mg","","","","201 - 500 mg","","501 - 1000 mg",""
10223638652,"","","","","","","","","","",""
10221468980,"","","","","","","","","","",""
10219430081,"","","","","","","","","","",""
10218514481,"","","","6-25 mg","","","","","","",""
10213810911,"","","","6-25 mg","","","","","","",""
10213685358,"","","","","","","","","","",""
10213102321,"","","","6-25 mg","","","","","","",""
10210751776,"","","","","","","","","","",""
10210067913,"","","","5 mg or less","","","","","","",""
10208286844,"","","","6-25 mg","","","","","","",""
10203196565,"","","","5 mg or less","","","","","","",""
10199260945,"","","","","","","","","","",""
10198838490,"","","","","","","","","","",""
10198548060,"","","","26 - 50 mg","","","","","","",""
10198229092,"","","","51 - 100 mg","","","","","","",""
10196676245,"","","","26 - 50 mg","","","","","","",""
10195755785,"","","","","","","","","","",""
10194494769,"","","","","","","","","","",""
10194157007,"","","","","","","","","","",""
10193457250,"","","","","","","","","","6-25 mg",""
10192853887,"","","","","","","","","","",""
10192727692,"","","","5 mg or less","","","","","","",""
10192533361,"","","","51 - 100 mg","","","","","","",""
10192498772,"","","","","","","","","","",""
10191915115,"","","","","","","","","","",""
10189186912,"","","","5 mg or less","","","","","","",""
10188650039,"","","","6-25 mg","","","","","","",""
10188408371,"","","","","","","","","","",""
10187399811,"","","","26 - 50 mg","","","","","","",""
10187293378,"","","","51 - 100 mg","","","","","","",""
10186789647,"","","","51 - 100 mg","","","","","","",""
10184855403,"","","","1001 or more mg","","","","101 - 200 mg","51 - 100 mg","501 - 1000 mg",""
10184422610,"","","","6-25 mg","","","","","","",""
10182871285,"","","","","","","","","5 mg or less","6-25 mg",""
10182158425,"","","","5 mg or less","","","","","","",""
10180645404,"","","","5 mg or less","","","","","","51 - 100 mg",""
10179881172,"","","","6-25 mg","","","","","","",""
10179433467,"","","","101 - 200 mg","","","","","","26 - 50 mg",""
10178911098,"","","","26 - 50 mg","","","","","","",""
10178573973,"","","","1001 or more mg","","","","26 - 50 mg","","",""
10177087872,"","","","1001 or more mg","","","","","","",""
10176582087,"","","","201 - 500 mg","","","","","","",""
10176527440,"","","","","","","","","","",""
10176321017,"","","","5 mg or less","","","","6-25 mg","","",""
10176219723,"","","","26 - 50 mg","","","","","","",""
10175389238,"","","","26 - 50 mg","","","","5 mg or less","","",""
10175028993,"","","","201 - 500 mg","","","","","","501 - 1000 mg",""
10174913763,"","","","","","","","","","",""
10171829091,"","","","101 - 200 mg","","","","","","",""
10171532408,"","","","5 mg or less","","","","","","",""
10170229155,"","","","","","","","","","",""
10170193335,"","","","","","","","","","",""
10168000728,"","","","","","","","","","",""
10167813084,"","","","101 - 200 mg","","","","6-25 mg","","",""
10167747571,"","","","26 - 50 mg","","","","","","",""
10167303076,"","","","","","","","","","",""
10166785910,"","","","","","","","","","",""
10166774106,"","","","51 - 100 mg","","","","","","",""
10166738513,"","","","","","","","","","",""
10166497491,"","","","","","","","","","",""
10166135661,"","","","","","","","","","",""
10166114652,"","","","","","","","","","",""
10166087981,"","","","","","","","","","",""
10166086781,"","","","101 - 200 mg","","","","","","",""
10165633718,"","","","","","","","","","",""
10164188167,"","","","6-25 mg","","","","","","",""
10163740738,"","","","101 - 200 mg","","","","","","",""
10163295631,"","","","","","","","","","",""
10162754933,"","","","","","","","","","",""
10162070194,"","","","","","","","","","",""
10159981972,"","","","201 - 500 mg","","","","","","",""
10159485373,"","","","5 mg or less","","","","","","",""
10158941676,"","","","","","","","","","",""
10158853744,"","","","","","","","","","",""
10157258093,"","","","","","","","","","",""
10156731649,"","","","201 - 500 mg","","","","","","",""
10156521325,"","","","","","","","","","",""
10156516032,"","","","","","","","","","",""
10156488891,"","","","5 mg or less","","","","","","",""
10155895979,"","","","26 - 50 mg","","","","","","",""
10154976508,"","","","501 - 1000 mg","","","","6-25 mg","","201 - 500 mg",""
10154763373,"","","","6-25 mg","","","","","","",""
10153982482,"","","","","","","","","","",""
10153928489,"","","","6-25 mg","","","","","","",""
10153874491,"","","","101 - 200 mg","","","","","","51 - 100 mg",""
10153739906,"","","","101 - 200 mg","","","","","","",""
10152847985,"","","","101 - 200 mg","","","","","","",""
10152780535,"","","","6-25 mg","","","","","","5 mg or less",""
10152754819,"","","","6-25 mg","","","","26 - 50 mg","","",""
10152074391,"","","","","","","","","","",""
10151425971,"","","","501 - 1000 mg","","","","","","",""
10147185169,"","","","","","","","","","",""
10147173145,"","","","","","","","","","",""
10146160169,"","","","5 mg or less","","","","","","",""
10146124602,"","","","","","","","","","",""
10145856040,"","","","","","","","","","",""
10145514597,"","","","","","","","","","6-25 mg",""
10145264898,"","","","","","","","","","",""
10145094441,"","","","51 - 100 mg","","","","","","",""
10144541871,"","","","26 - 50 mg","","","","51 - 100 mg","","",""
10143858890,"","","","","","","","","","",""
10143785163,"","","","51 - 100 mg","","","","","","",""
10143614917,"","","","","","","","","","",""
10143284849,"","","","","","","","","","",""
10143041238,"","","","5 mg or less","","","","","","",""
10142947535,"","","","","","","","","","",""
10142940938,"","","","","","","","","5 mg or less","",""
10142795363,"","","","","","","","","","",""
10142731921,"","","","5 mg or less","","","","","","",""
10142729007,"","","","","","","","","","",""
10142718218,"","","","6-25 mg","","","","","5 mg or less","",""
10142701054,"","","","","","","","","","",""
10142699153,"","","","26 - 50 mg","","","","","","",""
10142691158,"","","","26 - 50 mg","","","","","","",""
10142680604,"","","","1001 or more mg","","","","","","",""
10142645727,"","","","501 - 1000 mg","","","","","","",""
10142620624,"","","","201 - 500 mg","","","","","","",""
10142608773,"","","","101 - 200 mg","","","","","","",""
10142608136,"","","","","","","","","","",""
10142605029,"","","","5 mg or less","","","","","","",""
10142601611,"","","","","","","","","","201 - 500 mg",""
10142594482,"","","","51 - 100 mg","","","","","","",""
10142388213,"","","","","","","","","","",""
10142134805,"","","","","","","","","","",""
10140183753,"","","","","","","","","","",""
10139120406,"","","","5 mg or less","","","","","","",""
10139061871,"","","","","","","","","","",""
10138940954,"","","","","","","","6-25 mg","","",""
10138829296,"","","","51 - 100 mg","","","","","","",""
10138761669,"","","","","","","","","","",""
10138701567,"","","","1001 or more mg","","","","","","",""
10138269829,"","","","5 mg or less","","","","","","",""
10138213019,"","","","","","","","","","",""
10137991954,"","","","26 - 50 mg","","","","","","5 mg or less",""
10137894296,"","","","","","","","","","",""
10136711414,"","","","6-25 mg","","","","","","",""
10136679921,"","","","","","","","","","",""
10136017627,"","","","","","","","","","",""
10135253638,"","","","","","","","","","",""
10134674468,"","","","6-25 mg","","","","51 - 100 mg","","",""
10134660232,"","","","5 mg or less","","","","","","",""
10133620417,"","","","","","","","","","201 - 500 mg",""
10133562078,"","","","","","","","","5 mg or less","",""
10133394849,"","","","26 - 50 mg","","","","5 mg or less","","",""
10133294854,"","","","","","","","","","",""
10133282449,"","","","201 - 500 mg","","","","26 - 50 mg","","",""
10133256299,"","","","501 - 1000 mg","","","","","","",""
10132796279,"","","","","","","","","","",""
10132248093,"","","","","","","","","","",""
10132169596,"","","","101 - 200 mg","","","","","","",""
10132045124,"","","","","","","","","","",""
10131986175,"","","","26 - 50 mg","","","","","","",""
10131883157,"","","","","","","","","","",""
10131680927,"","","","101 - 200 mg","","","","","","",""
10131678338,"","","","","","","","","","",""
10131630769,"","","","6-25 mg","","","","","","",""
10131629272,"","","","51 - 100 mg","","","","","","",""
10131560058,"","","","6-25 mg","","","","","","",""
10131554522,"","","","","","","","","","",""
10131387520,"","","","501 - 1000 mg","","","","","","",""
10131328156,"","","","5 mg or less","","","","","","26 - 50 mg",""
10131305406,"","","","51 - 100 mg","","","","","","",""
10131302646,"","","","","","","","","","",""
10131268897,"","","","201 - 500 mg","","","","","","",""
10131247244,"","","","","","","","","","",""
10131242010,"","","","6-25 mg","","","","","","5 mg or less",""
10131229054,"","","","","","","","","","",""
10131204933,"","","","6-25 mg","","","","","","",""
10131201970,"","","","","","","","","","",""
10131195330,"","","","","","","","","","",""
10131149670,"","","","","","","","","","",""
10130042878,"","","","501 - 1000 mg","","","","","","1001 or more mg",""
10129673001,"","","","","","","","","","",""
10129581312,"","","","","","","","","","",""
10129547446,"","","","5 mg or less","","","","","","",""
10129519603,"","","","6-25 mg","","","","","","",""
10129511356,"","","","","","","","","","",""
10129486983,"","","","6-25 mg","","","","","","",""
10129485910,"","","","5 mg or less","","","","","","",""
10129433590,"","","","","","","","","","",""
10129421681,"","","","501 - 1000 mg","","","","","","",""
10129349932,"","","","5 mg or less","","","","","","",""
10129239299,"","","","","","","","","","",""
10129124458,"","","","","","","","","","",""
10128930422,"","","","26 - 50 mg","","","","","","",""
10128767761,"","","","5 mg or less","","","","","","",""
10128711809,"","","","201 - 500 mg","","","","","","",""
10128374991,"","","","","","","","","","",""
10128138430,"","","","6-25 mg","","","","","","",""
10128137391,"","","","","","","","","","",""
10128053039,"","","","","","","","","","",""
10127960438,"","","","26 - 50 mg","","","","","","",""
10127840609,"","","","6-25 mg","","","","","","",""
10127804909,"","","","","","","","","","",""
10127786477,"","","","51 - 100 mg","","","","","","",""
10127716333,"","","","","","","","","","",""
10127657862,"","","","5 mg or less","","","","","","",""
10127640903,"","","","51 - 100 mg","","","","1001 or more mg","5 mg or less","",""
10127580348,"","","","","","","","","","",""
10127518011,"","","","5 mg or less","","","","","","",""
10127496364,"","","","","","","","","","",""
10127477117,"","","","5 mg or less","","","","","","",""
10127406972,"","","","","","","","","","",""
10127393239,"","","","51 - 100 mg","","","","","","5 mg or less",""
10127389359,"","","","26 - 50 mg","","","","","","",""
10127374019,"","","","","","","","6-25 mg","","",""
10127359614,"","","","","","","","","","",""
10127356809,"","","","","","","","","","26 - 50 mg",""
10127331399,"","","","","","","","","","",""
10127324019,"","","","6-25 mg","","","","","","",""
10127273341,"","","","","","","","","","",""
10127257620,"","","","","","","","","","",""
10127256002,"","","","26 - 50 mg","","","","","6-25 mg","",""
10127253546,"","","","5 mg or less","","","","","","",""
10127252065,"","","","","","","","","","",""
10127236538,"","","","","","","","","","",""
10127228851,"","","","","","","","","","",""
10127220039,"","","","6-25 mg","","","","5 mg or less","","",""
10127218064,"","","","","","","","","","",""
10127205976,"","","","5 mg or less","","","","","","",""
10127189561,"","","","","","","","","","",""
10127174802,"","","","","","","","","","",""
10127173349,"","","","6-25 mg","","","","","","",""
10127172243,"","","","51 - 100 mg","","","","","","6-25 mg",""
10127171612,"","","","51 - 100 mg","","","","","","",""
10127156848,"","","","5 mg or less","","","","","","",""
10125815925,"","","","26 - 50 mg","","","","","","",""
10125705542,"","","","","","","","","","",""
10125676815,"","","","5 mg or less","","","","","","",""
10125280005,"","","","6-25 mg","","","","","5 mg or less","",""
10125221446,"","","","1001 or more mg","","","","","","",""
10124490178,"","","","5 mg or less","","","","","","",""
10124476250,"","","","1001 or more mg","","","","","6-25 mg","",""
10124369637,"","","","26 - 50 mg","","","","","","",""
10124355946,"","","","26 - 50 mg","","","","","","",""
10124286376,"","","","5 mg or less","","","","","","",""
10123609822,"","","","6-25 mg","","","","","","26 - 50 mg",""
10123570987,"","","","","","","","","","",""
10123305896,"","","","201 - 500 mg","","","","","","",""
10122896731,"","","","6-25 mg","","","","","","",""
10121182078,"","","","","","","","","","",""
10120946731,"","","","","","","","","","",""
10120655061,"","","","","","","","","","",""
10120576348,"","","","201 - 500 mg","","","","6-25 mg","","26 - 50 mg",""
10120474217,"","","","501 - 1000 mg","","","","","","",""
10120114398,"","","","6-25 mg","","","","","","",""
10120088047,"","","","51 - 100 mg","","","","","","",""
10118791641,"","","","","","","","","","",""
10117867617,"","","","26 - 50 mg","","","","","","",""
10117478255,"","","","5 mg or less","","","","","","",""
10116561460,"","","","","","","","5 mg or less","","",""
10114997094,"","","","501 - 1000 mg","","","","","","",""
10113996687,"","","","51 - 100 mg","","","","","","",""
10113930337,"","","","","","","","","","",""
10113867776,"","","","","","","","","","",""
10113828646,"","","","","","","","","","5 mg or less",""
10113725108,"","","","6-25 mg","","","","","","",""
10113458375,"","","","5 mg or less","","","","","","",""
10113325824,"","","","5 mg or less","","","","","","",""
10113273807,"","","","","","","","","","",""
10113129257,"","","","","","","","","","",""
10113110847,"","","","5 mg or less","","","","","","",""
10113045616,"","","","51 - 100 mg","","","","","","",""
10113042932,"","","","101 - 200 mg","","","","","","",""
10113027515,"","","","","","","","","","",""
10112212744,"","","","101 - 200 mg","","","","","","",""
10110366322,"","","","51 - 100 mg","","","","","","",""
10107266347,"","","","","","","","","","",""
10106336935,"","","","5 mg or less","","","","","","",""
