"response","count","percent_responded"
"1/4 ounce (~7 grams)",102,21.94
"2-3 grams",98,21.08
"4-6 grams",89,19.14
"8 grams -1/2 ounce (~ 14 grams)",59,12.69
"1 gram",53,11.4
".5 grams or less",40,8.6
"15 grams - 1 ounce (~28 grams)",16,3.44
"More than 1 ounce",8,1.72
