"response","count","percent_responded"
"Cost/Price",211,25.48
"Quality",151,18.24
"THC Content",112,13.53
"Format (flower, vape, edibles, etc)",103,12.44
"Other cannabinoids and terpenes",83,10.02
"CBD Content",75,9.06
"Favorite Strain",70,8.45
"THCa",17,2.05
"CBDa",6,0.72
