"response","count","percent_responded"
"USA",139,31.45
"United States",127,28.73
"Usa",51,11.54
"usa",27,6.11
"USA ",19,4.3
"US",16,3.62
"Canada",7,1.58
"United states",5,1.13
"United States ",5,1.13
"Us",5,1.13
"United States of America",4,0.9
"U.S.A.",3,0.68
"united states",3,0.68
"South Africa",2,0.45
"Suffolk",2,0.45
"United states ",2,0.45
"us",2,0.45
"america",1,0.23
"America",1,0.23
"belknap",1,0.23
"bristol",1,0.23
"Bristol",1,0.23
"Denmark",1,0.23
"Essex",1,0.23
"Germany",1,0.23
"Hampden",1,0.23
"Hampden ",1,0.23
"Hampshire",1,0.23
"hillsborough",1,0.23
"Northern ireland",1,0.23
"palm beach",1,0.23
"Plymouth",1,0.23
"The U.S.",1,0.23
"U.S.",1,0.23
"u.s.a.",1,0.23
"U.s.a.",1,0.23
"United Kingdom",1,0.23
"United Snakes",1,0.23
"United States Of America ",1,0.23
"Us ",1,0.23
