"response","count","percent_responded"
"1/4 ounce (~7 grams)",32,16.08
"2-3 grams",31,15.58
"8 grams to 1/2 ounce (~14 grams)",27,13.57
"4-6 grams",25,12.56
"1/4 gram or less",24,12.06
"15 grams to 1 ounce (~28 grams)",20,10.05
"1  gram",15,7.54
"1/2 gram",10,5.03
"I don't know how much I use per week",9,4.52
"More than 1 ounce",6,3.02
