"response","count","percent_responded"
"Bruce Banner",3,1.28
"GSC",3,1.28
"Sour Diesel",3,1.28
"Facewreck",2,0.85
"GG",2,0.85
"Gorilla Glue #4",2,0.85
"Granddaddy purple",2,0.85
"Grape God",2,0.85
"Hybrid",2,0.85
"indica",2,0.85
"Jack Herer",2,0.85
"Jack Herrer",2,0.85
"Lemon meringue ",2,0.85
"sweet tooth",2,0.85
"White widow",2,0.85
"""Triple G"" (Nevada dispensary)",1,0.43
"?",1,0.43
"???",1,0.43
"3 chems",1,0.43
"ACDC",1,0.43
"Afpak",1,0.43
"All Indica strains",1,0.43
"Amnesia Haze",1,0.43
"Any",1,0.43
"any hybrid",1,0.43
"Arcata Trainwreck",1,0.43
"Berry white",1,0.43
"Bio Diesel",1,0.43
"BIo Diesel",1,0.43
"black mamba",1,0.43
"Black mumba",1,0.43
"Blackberry hash",1,0.43
"Blackjack",1,0.43
"Blue dream",1,0.43
"Blue Dream",1,0.43
"Blue og",1,0.43
"Blue OG",1,0.43
"Blueberry",1,0.43
"Blueberry ",1,0.43
"Blueberry Cookies ",1,0.43
"Blueberry Pomegranite",1,0.43
"Bootylicious ",1,0.43
"Bruce banner #3",1,0.43
"Bruce Banner 3",1,0.43
"Bubba kush",1,0.43
"Bubba Kush",1,0.43
"Buddah's Sister",1,0.43
"Buddha's Sister",1,0.43
"Burnt Cream Pie",1,0.43
"Cali kush",1,0.43
"cant recall",1,0.43
"Cappuccino 420",1,0.43
"Caramelicious",1,0.43
"Cbd",1,0.43
"CBD-heavy",1,0.43
"CBD vape",1,0.43
"Cheese",1,0.43
"Chem dog",1,0.43
"Chemdog",1,0.43
"ChemDog",1,0.43
"Cherry AK47",1,0.43
"Cherry Cookies",1,0.43
"Cherry Pie",1,0.43
"Chocolate orange",1,0.43
"Chocolate Oranges",1,0.43
"Chocolate Oranges (indica)",1,0.43
"Cinderella",1,0.43
"Cookies and Cream ",1,0.43
"Cornbread",1,0.43
"Cotton Candy",1,0.43
"Dakini Kush",1,0.43
"Dank sinatra",1,0.43
"Diesel Dough ",1,0.43
"Do Si Dos",1,0.43
"don't know ",1,0.43
"Don’t know",1,0.43
"Dumpster",1,0.43
"Durban OG",1,0.43
"Durban Poisin",1,0.43
"Durban poison",1,0.43
"Ectocooler ",1,0.43
"Fade",1,0.43
"Flo og",1,0.43
"Flo OG",1,0.43
"French Toast",1,0.43
"GDP",1,0.43
"Gelato #33",1,0.43
"GG 4",1,0.43
"gg4",1,0.43
"Gg4",1,0.43
"GG4",1,0.43
"Ghost Train Haze",1,0.43
"Girl Scout Cookie",1,0.43
"girl scout cookies",1,0.43
"Girl Scout cookies",1,0.43
"Goji og",1,0.43
"gorilla glue",1,0.43
"Gorilla glue",1,0.43
"Gorilla Glue",1,0.43
"Gorilla glue ",1,0.43
"Grand Daddy Purple",1,0.43
"Grapefruit x Chem D",1,0.43
"Green Crack",1,0.43
"Gummy Bear",1,0.43
"Hard Candy",1,0.43
"Hash Plant",1,0.43
"headband",1,0.43
"Headband ",1,0.43
"high bred",1,0.43
"Highwayman",1,0.43
"Hindu Kush",1,0.43
"Holy grail",1,0.43
"House blend",1,0.43
"hybrid",1,0.43
"Hybrids ",1,0.43
"I don't have a preference",1,0.43
"Indict Don Hybrids",1,0.43
"is unresearched",1,0.43
"Jack",1,0.43
"Jack frost",1,0.43
"Jack frost ",1,0.43
"Jack Harare ",1,0.43
"Jack Herer ",1,0.43
"jilly bean ",1,0.43
"Khalifa kush",1,0.43
"kush",1,0.43
"Kush",1,0.43
"Kush ",1,0.43
"kush dawg",1,0.43
"Las Vegas Bubba Kush",1,0.43
"lavendar",1,0.43
"Lavender ",1,0.43
"Lee Roy",1,0.43
"Lemon Haze",1,0.43
"Lemon jeffery",1,0.43
"Lemon Jeffery",1,0.43
"Lemon Jeffery ",1,0.43
"Lemon Jeffrey ",1,0.43
"Lemon meringue",1,0.43
"Lemon Meringue Pie",1,0.43
"lost coast og",1,0.43
"lower THC strains",1,0.43
"Lucky Charm",1,0.43
"Lucky charms",1,0.43
"Mandarin Dreams Stormtrooper #2",1,0.43
"Master kush",1,0.43
"Medicine Man",1,0.43
"Meltdown ",1,0.43
"Mendo Breath",1,0.43
"Mimosa",1,0.43
"Monster Kush",1,0.43
"Moon man",1,0.43
"Motorbreath",1,0.43
"Mr. Clean",1,0.43
"N/A",1,0.43
"na",1,0.43
"Nl1",1,0.43
"No preference",1,0.43
"none",1,0.43
"None ",1,0.43
"Northern Durban",1,0.43
"Northern Lights ",1,0.43
"Not sure ",1,0.43
"NY Diesel",1,0.43
"Og kush",1,0.43
"OG Kush",1,0.43
"Outerspace",1,0.43
"Penny wise ",1,0.43
"Pennywise",1,0.43
"Pineapple Dream",1,0.43
"Pineapple Express",1,0.43
"Pineapple Express ",1,0.43
"Platinum Cookies",1,0.43
"Poet's Walk ",1,0.43
"Purple",1,0.43
"purple lamborgini",1,0.43
"Purple Trainwreck",1,0.43
"Purple Urkle ",1,0.43
"ROYAL-BLUEMATIC",1,0.43
"Sativa",1,0.43
"sativa/indica 50/50 hybrid",1,0.43
"Scott’s og",1,0.43
"Scout Cookies",1,0.43
"Skunk",1,0.43
"skywalker kush",1,0.43
"Slk x skunk",1,0.43
"Sour D",1,0.43
"sour diesel",1,0.43
"Sour Kush",1,0.43
"Sour Tangie",1,0.43
"Special Sauce",1,0.43
"Star cookie",1,0.43
"Star Dawg",1,0.43
"Star dawg ",1,0.43
"Stardawg",1,0.43
"Stawdowg",1,0.43
"Strawberry Kush",1,0.43
"Strawberry pebbles",1,0.43
"stuff",1,0.43
"Sundae driver",1,0.43
"Sunshine Daydream",1,0.43
"Super Silver Haze",1,0.43
"Super Sour Skunk",1,0.43
"Swap Thing",1,0.43
"Sweet Tooth",1,0.43
"Tahoe OG Kush",1,0.43
"Tardis",1,0.43
"TBD",1,0.43
"The guice",1,0.43
"Trainwreck",1,0.43
"tweed strangelove ",1,0.43
"Unknown n/-",1,0.43
"Walker kush",1,0.43
"Wedding cake",1,0.43
"White 99",1,0.43
"White Widow",1,0.43
"White widow. ",1,0.43
