"response","count","percent_responded"
"Blue Dream",5,1.97
"Indica",5,1.97
"Gorilla glue",3,1.18
"Gorilla Glue",3,1.18
"GSC",3,1.18
"Lavender",3,1.18
"Maui Wowie",3,1.18
"Blue dream",2,0.79
"Buddha's Sister",2,0.79
"Bullfighter",2,0.79
"CBD",2,0.79
"GG",2,0.79
"GG#4",2,0.79
"GG4",2,0.79
"Ghost Train Haze",2,0.79
"Girl Scout Cookies",2,0.79
"Green Crack",2,0.79
"Herijuana",2,0.79
"hybrid",2,0.79
"Jack Frost",2,0.79
"Lemon Jeffrey",2,0.79
"Master Kush",2,0.79
"Mimosa",2,0.79
"Sour Diesel",2,0.79
"Sweet tooth",2,0.79
"White Widow",2,0.79
"White widow ",2,0.79
"  ChemD",1,0.39
" Russian Bubble Tea (Friends personal cross)",1,0.39
"?",1,0.39
"???",1,0.39
"3 chems",1,0.39
"Agent orange ",1,0.39
"AK-48",1,0.39
"Ak47",1,0.39
"Amnesia haze",1,0.39
"any hybrid",1,0.39
"Ba ba kush",1,0.39
"Banana split ",1,0.39
"Birthday cake",1,0.39
"Black Mamba",1,0.39
"blue dreams",1,0.39
"blueberry",1,0.39
"Blueberry",1,0.39
"Blueberry Cobbler CBD",1,0.39
"blueberry kush",1,0.39
"Brownie scout",1,0.39
"Bruce Banner ",1,0.39
"Brucebanner",1,0.39
"Bubba x C99",1,0.39
"Buddahs sister",1,0.39
"Candy Jack",1,0.39
"Cannatonic",1,0.39
"CBD and 1-1 ",1,0.39
"CBD Punch",1,0.39
"CBD pure",1,0.39
"CBD Yummy",1,0.39
"Cheesecake ",1,0.39
"Chem Dawg",1,0.39
"chem dawg/cheese",1,0.39
"CHEMDAWG",1,0.39
"chocolate oranges",1,0.39
"Chuck og",1,0.39
"Chuck OG",1,0.39
"Citrix",1,0.39
"Clean man",1,0.39
"Clementine ",1,0.39
"Cookie Pebbles ",1,0.39
"Cookies and Cream",1,0.39
"Cookies and cream ",1,0.39
"Critical + 2.0",1,0.39
"cush",1,0.39
"Dawg Biscuit",1,0.39
"Dead Head ",1,0.39
"Doctor CBD",1,0.39
"don't know ",1,0.39
"Don’t know",1,0.39
"dont track",1,0.39
"Double Black Domina",1,0.39
"Double Stuffed",1,0.39
"Durban",1,0.39
"Durban poison",1,0.39
"Durban Poison",1,0.39
"Durban poison ",1,0.39
"durbin poison",1,0.39
"Facewreck",1,0.39
"Flo",1,0.39
"French toast",1,0.39
"French Toast",1,0.39
"Gauava D",1,0.39
"GDP",1,0.39
"Gelato",1,0.39
"GG #4",1,0.39
"Ghost train haze",1,0.39
"Girl scout cookie ",1,0.39
"Girl Scout Cookie ",1,0.39
"Girl scout cookies",1,0.39
"girls scout cookies",1,0.39
"Golden lemon",1,0.39
"good",1,0.39
"Gorilla Glue ",1,0.39
"Gorilla glue #4",1,0.39
"Gorilla Glue #4",1,0.39
"gorilla glue 4",1,0.39
"gorrilla glue",1,0.39
"grandadddy purp",1,0.39
"Grandaddy purp",1,0.39
"grandaddy purple",1,0.39
"Grandpa's Breath",1,0.39
"Grape crush",1,0.39
"Grape God",1,0.39
"grape street",1,0.39
"Gsc ",1,0.39
"Guptilla",1,0.39
"Haze",1,0.39
"Hazel",1,0.39
"High CBD OG Kush",1,0.39
"Humbolt Country",1,0.39
"Hybrid",1,0.39
"Hybrid ",1,0.39
"Hybrid sativa dominate",1,0.39
"hydropothicary thc elixer spray",1,0.39
"I don't have a preference",1,0.39
"incense haze",1,0.39
"indica",1,0.39
"Indicus hybrid",1,0.39
"Inzane in the membrane",1,0.39
"Jack Herer",1,0.39
"Jack herier ",1,0.39
"Jilly bean ",1,0.39
"Kilamanjo",1,0.39
"Killer Queen",1,0.39
"las vegas buba kush",1,0.39
"Lemon jeffery ",1,0.39
"lemon jeffrey",1,0.39
"Lemon kush",1,0.39
"Lemon Meringue",1,0.39
"Lemon meringue ",1,0.39
"Lemon Meringue ",1,0.39
"Lemon Meringue (sativa)",1,0.39
"lemon skunk",1,0.39
"Lemon Skunk",1,0.39
"Lemon skunk ",1,0.39
"Louie",1,0.39
"lower THC strains",1,0.39
"LVBK",1,0.39
"Mandarin Orange Chicken",1,0.39
"Mandrin dream",1,0.39
"Mango Kush",1,0.39
"Mangolicious",1,0.39
"Master lemon kush",1,0.39
"Me clea n",1,0.39
"Meltdown",1,0.39
"Mendo Breath",1,0.39
"mimosa ",1,0.39
"MK Ultra",1,0.39
"N/A",1,0.39
"na",1,0.39
"No preference",1,0.39
"none",1,0.39
"None ",1,0.39
"Northern Lights",1,0.39
"Not sure ",1,0.39
"OG 99",1,0.39
"OG Kush",1,0.39
"OG Kush ",1,0.39
"Oh kush",1,0.39
"Peach Puree",1,0.39
"Peak",1,0.39
"Phantom cookies",1,0.39
"Pineapple express",1,0.39
"Pineapple Trainwreck",1,0.39
"Platinum Girscout ",1,0.39
"Pre 98 Bubba Kush",1,0.39
"purple kush",1,0.39
"Purple Kush",1,0.39
"Purple og",1,0.39
"Raspberry Cough",1,0.39
