"response","count","percent_responded"
"Durban Poison",4,2.96
"OG Kush",4,2.96
"Girl Scout Cookies",3,2.22
"Highwayman",3,2.22
"Indica",3,2.22
"Sour Diesel",3,2.22
"Blue Dream",2,1.48
"GG4",2,1.48
"Jack Herer",2,1.48
"Tangerine Haze",2,1.48
"??",1,0.74
"20:01",1,0.74
"3D #4",1,0.74
"ACDC",1,0.74
"Agent orange",1,0.74
"Alien OG",1,0.74
"Amnesia Haze",1,0.74
"Animal cookies ",1,0.74
"Anything indica",1,0.74
"Auto Flower ",1,0.74
"Berry Gelato",1,0.74
"Bio-Diesel",1,0.74
"Black Mamba",1,0.74
"blue cheese",1,0.74
"Blue City Diesel",1,0.74
"Blue dream",1,0.74
"Blueberry",1,0.74
"Blueberry ",1,0.74
"Blueberry Cookies ",1,0.74
"Bruce Banner",1,0.74
"Buckeye Purple",1,0.74
"C99",1,0.74
"cannatonic",1,0.74
"Cheese",1,0.74
"Cheese (any) ",1,0.74
"Chem Dog",1,0.74
"Cherry Pie",1,0.74
"Chocolate OG",1,0.74
"Chocolate oranges",1,0.74
"Chocolate Oranges",1,0.74
"Chocolope",1,0.74
"Citrique",1,0.74
"Clementine",1,0.74
"Cookies and Cream",1,0.74
"Cornbread",1,0.74
"Cush",1,0.74
"Death Star",1,0.74
"Doesnt matter",1,0.74
"Durban Poison ",1,0.74
"Facewreck",1,0.74
"Forbidden Fruit",1,0.74
"Gassy ogs",1,0.74
"Gelato",1,0.74
"Gellato",1,0.74
"girl scout cookie",1,0.74
"Girl Scout cookie",1,0.74
"Girl Scout Cookie",1,0.74
"Girl scout cookies",1,0.74
"Girls Scout Cookies",1,0.74
"Golden Goat",1,0.74
"gorilla glue",1,0.74
"Gorilla glue",1,0.74
"Gorilla Glue",1,0.74
"Gorilla Glue ",1,0.74
"Grand Daddy Purp ",1,0.74
"Granddaddy Purple",1,0.74
"Grape",1,0.74
"Green crack",1,0.74
"GSC",1,0.74
"Haze",1,0.74
"Headband",1,0.74
"hybrid",1,0.74
"Hybrid",1,0.74
"idk",1,0.74
"indica",1,0.74
"JillyBean",1,0.74
"Killer Queen",1,0.74
"Lemon Meringue",1,0.74
"Light saber ",1,0.74
"Longs peak blue ",1,0.74
"Mag mile ",1,0.74
"mandarin cookies",1,0.74
"Melodious Funk x Jack Herer",1,0.74
"Mimosa",1,0.74
"mixed",1,0.74
"Mobsta (a local GSC x Dream Cookie Cake hybrid)",1,0.74
"Mr Clean",1,0.74
"My Own",1,0.74
"Night Nurse",1,0.74
"Northern Lights Nl Indica",1,0.74
"OG 99",1,0.74
"OG CUSH",1,0.74
"OG kush",1,0.74
"Other Sativa heavy hybrids",1,0.74
"Phantom cookies",1,0.74
"Pineapple Express ",1,0.74
"Platinum OG",1,0.74
"Pure sativa vape",1,0.74
"Purple haze",1,0.74
"Royal Gorilla ",1,0.74
"sativa",1,0.74
"Sativa ",1,0.74
"Shark tooth ",1,0.74
"Sherbert",1,0.74
"SLK/Jack",1,0.74
"Something with a strong body high",1,0.74
"Sour desiel",1,0.74
"Sour diesel ",1,0.74
"sour diseil",1,0.74
"Sour Kush",1,0.74
"Super Lemon Haze",1,0.74
"Tangie",1,0.74
"The Guice",1,0.74
"these names are so stupid, please, please, PLEASE change the naming of your strains, cannabis industry",1,0.74
"unknown",1,0.74
"White Rhino x Bubba",1,0.74
"White Widow",1,0.74
