"response","count","percent_responded"
"Blue Dream",6,4.26
"Sour Diesel",4,2.84
"Durban Poison",3,2.13
"Green Crack",3,2.13
"Indica",3,2.13
"sativa",3,2.13
"Bruce Banner",2,1.42
"Diesel",2,1.42
"Facewreck",2,1.42
"GG #4",2,1.42
"GG#4",2,1.42
"Gorilla Glue",2,1.42
"GSC",2,1.42
"Haze",2,1.42
"Sour diesel",2,1.42
"Sweet Tooth",2,1.42
"White Widow",2,1.42
" Cookies and cream ",1,0.71
"1:01",1,0.71
"3D-6",1,0.71
"Afgan Kush",1,0.71
"Agent Orange",1,0.71
"Banana split",1,0.71
"Berry white ",1,0.71
"Bio Diesel",1,0.71
"Black D.O.G.",1,0.71
"Black Mamba",1,0.71
"Blue dream",1,0.71
"blue dream ",1,0.71
"Blue dreams",1,0.71
"Blue OG",1,0.71
"Blueberry pie",1,0.71
"Bruce banner",1,0.71
"Bubba Kush Bk Indica",1,0.71
"Buddah's Sister",1,0.71
"Buddha's Sister",1,0.71
"CBD",1,0.71
"CBD 4:1",1,0.71
"Chemdog ",1,0.71
"Chuck og",1,0.71
"Cinex",1,0.71
"Citrus sap",1,0.71
"Cookies and Cream",1,0.71
"Do-Si-Do",1,0.71
"Do So Do #22",1,0.71
"Doesnt matter",1,0.71
"Durban poison",1,0.71
"GDP",1,0.71
"Gelato #33",1,0.71
"Gg #4",1,0.71
"GG X FPOG",1,0.71
"GG4",1,0.71
"Girl scout cookies",1,0.71
"Girl Scout Cookies",1,0.71
"God's Gift",1,0.71
"Golden Strawberry",1,0.71
"Gorilla glue",1,0.71
"Grand Daddy Purp",1,0.71
"Granddaddy purple kush",1,0.71
"Grape god",1,0.71
"Grape God",1,0.71
"Hashplant",1,0.71
"Hawaiian spice",1,0.71
"Highway Man",1,0.71
"Highwayman",1,0.71
"Hybrid ",1,0.71
"hybrid - sativa dominant",1,0.71
"idk",1,0.71
"jack herer",1,0.71
"Jack herer",1,0.71
"Jack Herer",1,0.71
"Kush",1,0.71
"Lemon",1,0.71
"Lemon Haze",1,0.71
"Lemon ice",1,0.71
"lemon jeffrey",1,0.71
"Longs Peak Blue",1,0.71
"LVBK",1,0.71
"Magic Beans ;-) ",1,0.71
"Mango Tango",1,0.71
"Maui Wowie",1,0.71
"Mickey Kush",1,0.71
"montenuska thunderfuck",1,0.71
"Moonrise",1,0.71
"Moonshine Haze",1,0.71
"Mother of Berries ",1,0.71
"Mt.tom",1,0.71
"Northern lights",1,0.71
"O R Kush",1,0.71
"Orange Zkittles ",1,0.71
"Peach puree",1,0.71
"Pineapple Chunk",1,0.71
"Pineapple Express ",1,0.71
"Platinum Wreck",1,0.71
"Princess",1,0.71
"S",1,0.71
"sapphire",1,0.71
"Sapphire kush ",1,0.71
"Sativa",1,0.71
"Sky walker OG",1,0.71
"Snazzleberry #3",1,0.71
"Sour cookies ",1,0.71
"Sour diesel ",1,0.71
"Spur diesel",1,0.71
"Star killer",1,0.71
"Sunset Sherbert",1,0.71
"Sweet Skunk Jack",1,0.71
"sweet tooth",1,0.71
"Tangerine ",1,0.71
"Trainwreck",1,0.71
"unknown",1,0.71
"Vyb Boost",1,0.71
"VYB Float",1,0.71
"white widow",1,0.71
