"response","count","percent_responded"
"Indica",7,2.9
"GG4",6,2.49
"Blue Dream",5,2.07
"Sour Diesel",5,2.07
"blue dream",4,1.66
"Bruce Banner",4,1.66
"Sour diesel",4,1.66
"CBD",3,1.24
"Durban Poison",3,1.24
"Kush",3,1.24
"?",2,0.83
"ACDC",2,0.83
"Blissful Wizard",2,0.83
"Buddha's Sister",2,0.83
"Buddha’s Sister",2,0.83
"GG#4",2,0.83
"Golden Goat",2,0.83
"Grape God",2,0.83
"Harlequin ",2,0.83
"Just use edibles",2,0.83
"lemon meringue",2,0.83
"northern lights",2,0.83
"og kush",2,0.83
"Sativa",2,0.83
"Sweet tooth",2,0.83
"Trainwreck",2,0.83
"White Widow",2,0.83
".",1,0.41
"? I don’t know much about strains",1,0.41
"707 truthband",1,0.41
"9 Lb Hammer",1,0.41
"9 lb. Hammer",1,0.41
"Ac/Dc",1,0.41
"AC/DC",1,0.41
"AK-47",1,0.41
"Amnesia Haze",1,0.41
"any kush",1,0.41
"Auto amnesia xxl ",1,0.41
"Bio Diesel",1,0.41
"Bio Diesel ",1,0.41
"black d.o.g.",1,0.41
"Black Triangle Kush",1,0.41
"Blue dream",1,0.41
"blue nina",1,0.41
"Blueberry",1,0.41
"Boaty McBoatface(CBD Medihaze)",1,0.41
"Brownie Scout ",1,0.41
"Bubba Kush",1,0.41
"Buddha sister ",1,0.41
"Buddha’s Sister ",1,0.41
"California Orange ",1,0.41
"Candyland",1,0.41
"Cannatonic",1,0.41
"Chad Bud",1,0.41
"chocolate cream",1,0.41
"Cinderella99",1,0.41
"Congolese",1,0.41
"cookies & cream",1,0.41
"Cornbread",1,0.41
"Cotton Candy",1,0.41
"Deep chunkolate",1,0.41
"Domnesia",1,0.41
"Don't not know",1,0.41
"Don’t have one yet",1,0.41
"Dosidos by Culta",1,0.41
"dr. grinspoon",1,0.41
"Durbin poison",1,0.41
"Evelyn",1,0.41
"Extreme cream",1,0.41
"Face wreck ",1,0.41
"facewreck ",1,0.41
"Feel Relaxed Tincture",1,0.41
"Flo OG",1,0.41
"Frida",1,0.41
"full spectrum CBD",1,0.41
"Gg#4",1,0.41
"GG4 - Indica",1,0.41
"Ghost Train Haze",1,0.41
"Ghostrain haze",1,0.41
"girl scout cookie ",1,0.41
"Girl Scout Cookies",1,0.41
"Gorila Glue",1,0.41
"Gorilla glue",1,0.41
"Gorilla Glue",1,0.41
"Grand Daddy Purple",1,0.41
"Granddaddy Purple Gdp Indica. ",1,0.41
"Grape God - Bask",1,0.41
"Grape Stomper",1,0.41
"grapefruit",1,0.41
"Grease Monkey",1,0.41
"Green Crack ",1,0.41
"GSC",1,0.41
"Gummies ",1,0.41
"Hawaiian Spice",1,0.41
"High CBD, low THC",1,0.41
"Highwayman",1,0.41
"Holy Moly ",1,0.41
"home grown",1,0.41
"Hybrid ",1,0.41
"I don't know ",1,0.41
"I never pay attention to names only content",1,0.41
"Indica-stain unknown",1,0.41
"Jack Herer",1,0.41
"Jack Pine",1,0.41
"Katsu Bubba Kush",1,0.41
"Lambs bread",1,0.41
"Las Vegas Buba Kush",1,0.41
"Las Vegas bubba kush",1,0.41
"Las Vegas Bubba Kush",1,0.41
"Lemon Haze",1,0.41
"Lemon Jeffery",1,0.41
"lemon jeffrey",1,0.41
"Lemon kush",1,0.41
"lemon merigne",1,0.41
"Lemon Meringue ",1,0.41
"lemon skunk",1,0.41
"maes Cannatonic",1,0.41
"Mango ",1,0.41
"Master Kush",1,0.41
"Medical Mass CBD",1,0.41
"Mob ",1,0.41
"Moonrise",1,0.41
"Moonshine Haze",1,0.41
"N/a",1,0.41
"Night Nurse",1,0.41
"No favorite ",1,0.41
"Northern lights",1,0.41
"Northern Lights",1,0.41
"Not sure",1,0.41
"Not sure - mostly use gummies and tinctures",1,0.41
"Not sure yet",1,0.41
"Og",1,0.41
"OG Kush",1,0.41
"Peach Puree",1,0.41
"peak",1,0.41
"pennywise",1,0.41
"Pineapple Express",1,0.41
"Pink Kush",1,0.41
"Platinum",1,0.41
"Platinum Kush",1,0.41
"pomegranate blueberry (indica cartridge from Neta) ",1,0.41
"pure kush",1,0.41
"Purple Haze",1,0.41
"Purple Lamborghini",1,0.41
"Purple Orange",1,0.41
"Purple urkle",1,0.41
"Purple urple",1,0.41
"Rainmaker",1,0.41
"Red Congolese",1,0.41
"Red headed stranger",1,0.41
"Roadkill skunk",1,0.41
"Sacari",1,0.41
"Shark shock",1,0.41
"Sin Mint",1,0.41
"Skunk ",1,0.41
"Snoop dog",1,0.41
"Snow Dog",1,0.41
"Snowland",1,0.41
"sour diesel",1,0.41
"Sour diesle",1,0.41
"sour kush",1,0.41
"Sour Tangie",1,0.41
"Sour Tangy",1,0.41
"sour tsu",1,0.41
"Sour Tsunami",1,0.41
"Star cookie",1,0.41
"StarDawg",1,0.41
"Still",1,0.41
"Strawberry Cheesecake",1,0.41
"Strawberry Diesel",1,0.41
"Sundae Driver",1,0.41
"Sunset sherbert",1,0.41
"Sunshine Daydream",1,0.41
"Super lemon haze",1,0.41
"Swamp thing",1,0.41
"Sweet Pink Grapefruit",1,0.41
"Sweet Tooth",1,0.41
"Tangie",1,0.41
"Tangle ",1,0.41
"Tardis #9",1,0.41
"THC 5 mg gummies",1,0.41
"The Remedy (CBD)",1,0.41
"They are all nasty",1,0.41
"Train Wreck",1,0.41
"Transdermal patch",1,0.41
"Un named hybrid cookies",1,0.41
"Unknown",1,0.41
"unsure",1,0.41
"Vanilla kush",1,0.41
"White Widow ",1,0.41
