"""Which of the websites/apps is your primary source of information? (Please select one)""",
,
id,response
11135531344,Allbud
10882385979,Allbud
10876510380,Allbud
10837914247,Allbud
10675303210,Allbud
10667425695,Allbud
10569280747,Allbud
10868495105,Allbud
10581017097,Eaze
11137973158,Healer
11136861481,Healer
11136832253,Healer
11136795358,Healer
11135916791,Healer
11135476295,Healer
11135389919,Healer
11135380294,Healer
11134799419,Healer
11134698105,Healer
11134530007,Healer
11134508380,Healer
11134443636,Healer
10833722328,Healer
10589179962,Healer
10575471607,Healer
10600284760,Healer
11249911719,Leafly
11249860217,Leafly
11248704898,Leafly
11241251752,Leafly
11239077222,Leafly
11239041530,Leafly
11238774708,Leafly
11238671751,Leafly
11236750096,Leafly
11222559871,Leafly
11215609540,Leafly
11212784708,Leafly
11212618775,Leafly
11208627585,Leafly
11188216657,Leafly
11183903124,Leafly
11166997346,Leafly
11166535497,Leafly
11166390085,Leafly
11166384877,Leafly
11156698544,Leafly
11141027225,Leafly
11140621270,Leafly
11138400653,Leafly
11138361963,Leafly
11137664485,Leafly
11137652132,Leafly
11137625236,Leafly
11137570486,Leafly
11137541759,Leafly
11135849827,Leafly
11135778856,Leafly
11135570279,Leafly
11135466512,Leafly
11135238481,Leafly
11135136344,Leafly
11135087208,Leafly
11135022253,Leafly
11135019994,Leafly
11134932854,Leafly
11134769709,Leafly
11134691787,Leafly
11134647286,Leafly
11134572563,Leafly
11134504342,Leafly
11134451924,Leafly
11134445906,Leafly
11131514317,Leafly
11129003813,Leafly
11105188699,Leafly
11076823569,Leafly
11065479544,Leafly
11064360862,Leafly
11061509902,Leafly
11057923056,Leafly
11050438627,Leafly
11045739846,Leafly
11044478649,Leafly
11036310394,Leafly
11033502369,Leafly
11030978965,Leafly
11014798443,Leafly
11003496788,Leafly
10985275093,Leafly
10975405385,Leafly
10932820377,Leafly
10902224469,Leafly
10900800324,Leafly
10894995749,Leafly
10893828061,Leafly
10893671348,Leafly
10893268968,Leafly
10893153651,Leafly
10892827041,Leafly
10889700541,Leafly
10887363314,Leafly
10886020524,Leafly
10885623844,Leafly
10884768912,Leafly
10879062209,Leafly
10878751296,Leafly
10878422887,Leafly
10877375002,Leafly
10876485783,Leafly
10876100377,Leafly
10876001530,Leafly
10875944995,Leafly
10875700450,Leafly
10875530570,Leafly
10875526461,Leafly
10875507777,Leafly
10875503972,Leafly
10875460020,Leafly
10875458883,Leafly
10874749577,Leafly
10872986638,Leafly
10872582813,Leafly
10867812743,Leafly
10865633390,Leafly
10864944007,Leafly
10863841131,Leafly
10860704252,Leafly
