"id","Smoke flower","Vape flower","Vape cartridges","Edibles (e.g. gummies, chocolate, lozenges, beverages, cooking oils, etc)","Concentrates (e.g. rosin, shatter, wax, hash, kief, etc)","Tinctures","Salves/topicals","Transdermal patches","Suppositories","Capsules","Other (please specify)"
11320098769,"","","","26 - 50 mg","","","","","","6-25 mg",""
11148895510,"","","","6-25 mg","","","","","","",""
11111801761,"","","","5 mg or less","","","","","","",""
10994127240,"","","","","","","","","","501 - 1000 mg",""
10617990640,"","","","1001 or more mg","","","","","","",""
10617352263,"","","","","","","","","","26 - 50 mg",""
10617106666,"","","","26 - 50 mg","","","","","","",""
10616891358,"","","","","","","","","","",""
10616000680,"","","","101 - 200 mg","","","","","","",""
10615762014,"","","","","","","","","","",""
10615382686,"","","","5 mg or less","","","","","","",""
10585127234,"","","","","","","","","","",""
10544586314,"","","","6-25 mg","","","","","","",""
10542229138,"","","","","","","","","","",""
10448976285,"","","","51 - 100 mg","","","","","","26 - 50 mg",""
10427038209,"","","","6-25 mg","","","","","","",""
10314764856,"","","","6-25 mg","","","","","","",""
10312356549,"","","","26 - 50 mg","","","","","","",""
10311833804,"","","","26 - 50 mg","","","","","","",""
10304363791,"","","","","","","","","","",""
10301544217,"","","","","","","","","","",""
10291978182,"","","","","","","","","","",""
10285851934,"","","","101 - 200 mg","","","","","","",""
10282696179,"","","","51 - 100 mg","","","","","","",""
10281129055,"","","","6-25 mg","","","","","","",""
10263513014,"","","","201 - 500 mg","","","","","","",""
10260087945,"","","","501 - 1000 mg","","","","","","",""
10259196295,"","","","","","","","","","",""
10256517627,"","","","","","","","","","",""
10253880384,"","","","","","","","","","",""
10249664681,"","","","201 - 500 mg","","","","","","",""
10247119003,"","","","","","","","","","",""
10239531679,"","","","","","","","","","",""
10236321663,"","","","","","","","","","",""
10236223392,"","","","51 - 100 mg","","","","","","6-25 mg",""
10235638327,"","","","6-25 mg","","","","","","",""
10234579821,"","","","","","","","","","",""
10234061188,"","","","","","","","","","",""
10233901115,"","","","1001 or more mg","","","","","","",""
10233496428,"","","","51 - 100 mg","","","","","","",""
10233431423,"","","","51 - 100 mg","","","","","","",""
10233142044,"","","","6-25 mg","","","","","","51 - 100 mg",""
10231985248,"","","","51 - 100 mg","","","","","","",""
10231913670,"","","","1001 or more mg","","","","501 - 1000 mg","26 - 50 mg","",""
10231654493,"","","","","","","","","","",""
10231390490,"","","","","","","","","","",""
10231320543,"","","","26 - 50 mg","","","","","","",""
10231285230,"","","","6-25 mg","","","","","","26 - 50 mg",""
10231064348,"","","","5 mg or less","","","","","","",""
10231048727,"","","","26 - 50 mg","","","","","","",""
10230729526,"","","","","","","","","","",""
10230701658,"","","","6-25 mg","","","","","","",""
10230536550,"","","","","","","","","","",""
10230530276,"","","","6-25 mg","","","","","","",""
10230517511,"","","","","","","","","","",""
10230474596,"","","","","","","","","","6-25 mg",""
10230334342,"","","","6-25 mg","","","","","","",""
10230326071,"","","","51 - 100 mg","","","","5 mg or less","","",""
10230162539,"","","","6-25 mg","","","","","","",""
10229872745,"","","","","","","","","","5 mg or less",""
10229839162,"","","","","","","","","","",""
10229782200,"","","","","","","","","","",""
10229779148,"","","","5 mg or less","","","","","","",""
10229707932,"","","","5 mg or less","","","","","","",""
10229706080,"","","","","","","","","","6-25 mg",""
10229685334,"","","","","","","","","","",""
10229684451,"","","","101 - 200 mg","","","","","","5 mg or less",""
10229666678,"","","","6-25 mg","","","","","","",""
10229649057,"","","","1001 or more mg","","","","26 - 50 mg","","101 - 200 mg",""
10229641829,"","","","","","","","","","26 - 50 mg",""
10229621245,"","","","","","","","","","51 - 100 mg",""
10229608780,"","","","","","","","","","",""
10229605070,"","","","51 - 100 mg","","","","","","",""
10229595919,"","","","201 - 500 mg","","","","","","",""
10229590537,"","","","501 - 1000 mg","","","","201 - 500 mg","","101 - 200 mg",""
10229570428,"","","","201 - 500 mg","","","","","","",""
10229538834,"","","","6-25 mg","","","","5 mg or less","","",""
10229505070,"","","","","","","","5 mg or less","","6-25 mg",""
10229502714,"","","","","","","","","","501 - 1000 mg",""
10229491086,"","","","201 - 500 mg","","","","","","",""
10229477413,"","","","51 - 100 mg","","","","","","",""
10229453603,"","","","6-25 mg","","","","","","",""
10229414081,"","","","","","","","","","",""
10229408873,"","","","","","","","","","",""
10229400598,"","","","6-25 mg","","","","","","",""
10229397458,"","","","","","","","","","",""
10229388787,"","","","201 - 500 mg","","","","","","",""
10229370437,"","","","","","","","","","",""
10229369078,"","","","51 - 100 mg","","","","","","",""
10229359369,"","","","","","","","","","",""
10229331171,"","","","","","","","","","",""
10229304627,"","","","5 mg or less","","","","","","",""
