"""On average, how much do you spend (in US dollars) on consumable cannabis products per week?""",,,,,,,
,,,,,,,
id,Response,,Response,Count,,Average =,85.77168142
10831865696,80,,,,,,
10756966241,80,,,,,,
10575471607,80,,,,,,
11215609540,75,,,,,,
11188216657,75,,,,,,
11135466512,75,,,,,,
11135087208,75,,,,,,
11134530007,75,,,,,,
11062634752,75,,,,,,
10882385979,75,,,,,,
10876604101,75,,,,,,
10867323115,75,,,,,,
10860154215,75,,,,,,
10851677235,75,,,,,,
10849691686,75,,,,,,
10844223289,75,,,,,,
10834416742,75,,,,,,
10834249218,75,,,,,,
10833790283,75,,,,,,
10832233395,75,,,,,,
10667384979,75,,,,,,
10596255014,75,,,,,,
10595615049,75,,,,,,
10581447651,75,,,,,,
10575282159,75,,,,,,
11044680699,75,,,,,,
10684698263,75,,,,,,
10875473988,70,,,,,,
10843799997,70,,,,,,
10668361624,70,,,,,,
10598255910,70,,,,,,
10584760225,70,,,,,,
11135990132,65,,,,,,
11135136344,65,,,,,,
11241251752,60,,,,,,
11236750096,60,,,,,,
11135238481,60,,,,,,
11134691787,60,,,,,,
11134531419,60,,,,,,
11132638848,60,,,,,,
11054783496,60,,,,,,
10952093942,60,,,,,,
10893268968,60,,,,,,
10886020524,60,,,,,,
10885759801,60,,,,,,
10876485783,60,,,,,,
10847737322,60,,,,,,
10844236012,60,,,,,,
10836154511,60,,,,,,
10832733276,60,,,,,,
10831893906,60,,,,,,
10831669468,60,,,,,,
10831623393,60,,,,,,
10831181023,60,,,,,,
10822544735,60,,,,,,
10658774056,60,,,,,,
10580913646,60,,,,,,
10977935510,60,,,,,,
10956719648,60,,,,,,
10598727391,60,,,,,,
10583058257,60,,,,,,
10580166038,60,,,,,,
10767176517,60,,,,,,
10607782752,60,,,,,,
10574111964,60,,,,,,
10847006667,56,,,,,,
11249860217,55,,,,,,
11134452367,55,,,,,,
11249989922,50,,,,,,
11249911719,50,,,,,,
11249832802,50,,,,,,
11246906361,50,,,,,,
11245529294,50,,,,,,
11239200945,50,,,,,,
11238774708,50,,,,,,
11215559561,50,,,,,,
11183903124,50,,,,,,
11179999382,50,,,,,,
11166997346,50,,,,,,
11161813510,50,,,,,,
11141987359,50,,,,,,
11137652132,50,,,,,,
11137541759,50,,,,,,
11136861481,50,,,,,,
11136832253,50,,,,,,
11135727852,50,,,,,,
11135411524,50,,,,,,
11135380294,50,,,,,,
11134769709,50,,,,,,
11134647286,50,,,,,,
11134508380,50,,,,,,
11134443636,50,,,,,,
11091792560,50,,,,,,
11065588769,50,,,,,,
10923325388,50,,,,,,
10893828061,50,,,,,,
10892190679,50,,,,,,
10889700541,50,,,,,,
10879268147,50,,,,,,
10878422887,50,,,,,,
10877788133,50,,,,,,
10875993925,50,,,,,,
10875700450,50,,,,,,
10875696093,50,,,,,,
10875529110,50,,,,,,
10875511603,50,,,,,,
10875462742,50,,,,,,
10868096498,50,,,,,,
10861388917,50,,,,,,
10860535252,50,,,,,,
10856437127,50,,,,,,
10856003172,50,,,,,,
10848029491,50,,,,,,
10847009623,50,,,,,,
10844578211,50,,,,,,
10844360022,50,,,,,,
10844338129,50,,,,,,
10844298162,50,,,,,,
10844069184,50,,,,,,
10843842634,50,,,,,,
10843803790,50,,,,,,
10843006971,50,,,,,,
10840178037,50,,,,,,
10836330737,50,,,,,,
10834379529,50,,,,,,
10834053271,50,,,,,,
10832732691,50,,,,,,
10832191551,50,,,,,,
10832173617,50,,,,,,
10832168862,50,,,,,,
10823088016,50,,,,,,
10822875373,50,,,,,,
10822621750,50,,,,,,
10813811475,50,,,,,,
10808168894,50,,,,,,
10762649964,50,,,,,,
10749570344,50,,,,,,
10709051382,50,,,,,,
10691181667,50,,,,,,
10668312322,50,,,,,,
10658577550,50,,,,,,
10604065323,50,,,,,,
10597419828,50,,,,,,
10579927077,50,,,,,,
10577209087,50,,,,,,
10575849400,50,,,,,,
10575274340,50,,,,,,
10575091533,50,,,,,,
10572546454,50,,,,,,
11151215837,50,,,,,,
10991821033,50,,,,,,
10978796014,50,,,,,,
10600284760,50,,,,,,
10719755952,50,,,,,,
10699810522,50,,,,,,
10598306507,50,,,,,,
10876336346,45,,,,,,
10875503972,45,,,,,,
10864052390,45,,,,,,
10843808762,45,,,,,,
10658936778,45,,,,,,
10566297731,45,,,,,,
11212805644,45,,,,,,
11057923056,42,,,,,,
11250528880,40,,,,,,
11249421052,40,,,,,,
11137973158,40,,,,,,
11137625236,40,,,,,,
11135054998,40,,,,,,
11135019994,40,,,,,,
11134698105,40,,,,,,
10877565497,40,,,,,,
10874749577,40,,,,,,
10872986638,40,,,,,,
10857725293,40,,,,,,
10847049077,40,,,,,,
10845744369,40,,,,,,
10843810346,40,,,,,,
10840899449,40,,,,,,
10837706698,40,,,,,,
10837056649,40,,,,,,
10834149798,40,,,,,,
10832451640,40,,,,,,
10758753382,40,,,,,,
10670361680,40,,,,,,
10667425695,40,,,,,,
10609850764,40,,,,,,
10605637047,40,,,,,,
10598715725,40,,,,,,
11186271761,40,,,,,,
11135531344,35,,,,,,
11023090140,35,,,,,,
10875458883,35,,,,,,
10863841131,35,,,,,,
10844213348,35,,,,,,
10832343863,35,,,,,,
10831792008,35,,,,,,
10830896942,35,,,,,,
10688508584,35,,,,,,
10677653881,35,,,,,,
10668103394,35,,,,,,
10667907917,35,,,,,,
10581940017,35,,,,,,
10830786742,33,,,,,,
11249871277,30,,,,,,
11238077963,30,,,,,,
11232533197,30,,,,,,
11149744263,30,,,,,,
11137570486,30,,,,,,
11135889511,30,,,,,,
11064342543,30,,,,,,
10902224469,30,,,,,,
10878751296,30,,,,,,
10847151018,30,,,,,,
10833785776,30,,,,,,
10833532176,30,,,,,,
10831397885,30,,,,,,
10716518478,30,,,,,,
10668135000,30,,,,,,
10583893598,30,,,,,,
10628926943,30,,,,,,
10583000127,30,,,,,,
10579551441,30,,,,,,
11221636373,25,,,,,,
11212618775,25,,,,,,
11166384877,25,,,,,,
11140621270,25,,,,,,
11135849827,25,,,,,,
11134799419,25,,,,,,
11134526749,25,,,,,,
11134451924,25,,,,,,
11034650778,25,,,,,,
11027692007,25,,,,,,
10888170961,25,,,,,,
10883497633,25,,,,,,
10880715177,25,,,,,,
10872131442,25,,,,,,
10864851918,25,,,,,,
10851063447,25,,,,,,
10847312529,25,,,,,,
10847305299,25,,,,,,
10843819934,25,,,,,,
10843259075,25,,,,,,
10833997993,25,,,,,,
10830145897,25,,,,,,
10685325930,25,,,,,,
10665891738,25,,,,,,
10598221024,25,,,,,,
10579835521,25,,,,,,
10569070427,25,,,,,,
11170278059,25,,,,,,
11072705197,25,,,,,,
10760373939,25,,,,,,
11135317065,24,,,,,,
10847172551,24,,,,,,
11250243595,20,,,,,,
11137664485,20,,,,,,
11135916791,20,,,,,,
11135778856,20,,,,,,
11064470565,20,,,,,,
11061878386,20,,,,,,
11033502369,20,,,,,,
10922773382,20,,,,,,
10900800324,20,,,,,,
10890414342,20,,,,,,
10877606410,20,,,,,,
10877416704,20,,,,,,
10876392009,20,,,,,,
10876001530,20,,,,,,
10875944995,20,,,,,,
10875617011,20,,,,,,
10865132242,20,,,,,,
10849063157,20,,,,,,
10848742483,20,,,,,,
10847199598,20,,,,,,
10843856498,20,,,,,,
10843816117,20,,,,,,
10832404058,20,,,,,,
10831686982,20,,,,,,
10726117373,20,,,,,,
10682649508,20,,,,,,
10675097210,20,,,,,,
10596131278,20,,,,,,
10575878347,20,,,,,,
10965547652,20,,,,,,
10593696728,20,,,,,,
10758288741,20,,,,,,
11148362084,16,,,,,,
11135122023,15,,,,,,
11135054557,15,,,,,,
10884768912,15,,,,,,
10877194985,15,,,,,,
10872649413,15,,,,,,
10842274754,15,,,,,,
10832233224,15,,,,,,
10831158462,15,,,,,,
10844260968,13,,,,,,
11064360862,12,,,,,,
10847076490,12,,,,,,
11222559871,10,,,,,,
11214928564,10,,,,,,
11166474867,10,,,,,,
11140569970,10,,,,,,
11134932854,10,,,,,,
11134708109,10,,,,,,
11134536706,10,,,,,,
11062688483,10,,,,,,
10932820377,10,,,,,,
10893948558,10,,,,,,
10876876072,10,,,,,,
10875479466,10,,,,,,
10860704252,10,,,,,,
10847253946,10,,,,,,
10843875549,10,,,,,,
10834332090,10,,,,,,
10832167633,10,,,,,,
10832012122,10,,,,,,
10763284450,10,,,,,,
10681003613,10,,,,,,
10622925288,10,,,,,,
10600857474,10,,,,,,
10591451425,10,,,,,,
10568865766,10,,,,,,
11037955315,10,,,,,,
10647255505,10,,,,,,
10667647030,10,,,,,,
11135212674,8,,,,,,
10875507777,8,,,,,,
10879062209,6,,,,,,
10835384840,6,,,,,,
11111974827,5,,,,,,
11050438627,5,,,,,,
10886185272,5,,,,,,
10875562577,5,,,,,,
10846990356,5,,,,,,
10832206360,5,,,,,,
10831948698,5,,,,,,
10831931418,5,,,,,,
10667384024,5,,,,,,
10855896441,3,,,,,,
10764443236,1,,,,,,
10658741910,1,,,,,,
10566881623,1,,,,,,
11250741921,0,,,,,,
11220644956,0,,,,,,
11148900374,0,,,,,,
11142252658,0,,,,,,
11138930846,0,,,,,,
11136798812,0,,,,,,
11054943670,0,,,,,,
10908463163,0,,,,,,
10878214093,0,,,,,,
10876100377,0,,,,,,
10875526461,0,,,,,,
10875467061,0,,,,,,
10867812743,0,,,,,,
10867810520,0,,,,,,
10867615622,0,,,,,,
10859616580,0,,,,,,
10858082192,0,,,,,,
10857243738,0,,,,,,
10851333216,0,,,,,,
10847826329,0,,,,,,
10847042681,0,,,,,,
10837914247,0,,,,,,
10833722328,0,,,,,,
10832224616,0,,,,,,
10832128566,0,,,,,,
10831609109,0,,,,,,
10802360410,0,,,,,,
10685524216,0,,,,,,
10685117930,0,,,,,,
10661330404,0,,,,,,
10622502829,0,,,,,,
10615243125,0,,,,,,
10589179962,0,,,,,,
10567016644,0,,,,,,
10598807297,0,,,,,,
10716623034,0,,,,,,
