"response","count","percent_responded"
"Blue Dream",11,1.49
"Indica",9,1.22
"Sour Diesel",8,1.08
"OG Kush",7,0.95
"Bruce Banner",6,0.81
"GSC",6,0.81
"Jack Herer",6,0.81
"?",5,0.68
"Blueberry",5,0.68
"Girl Scout Cookies",5,0.68
"Grape God",5,0.68
"Mimosa",5,0.68
"Tangie",5,0.68
"White Widow",5,0.68
"Blue dream",4,0.54
"Blueberry ",4,0.54
"Durban Poison",4,0.54
"Facewreck",4,0.54
"GG4",4,0.54
"Gorilla Glue",4,0.54
"Gorilla Glue #4",4,0.54
"Jack Herrer",4,0.54
"Killer Queen",4,0.54
"Na",4,0.54
"Trainwreck",4,0.54
"White widow",4,0.54
"ACDC",3,0.41
"Amnesia Haze",3,0.41
"blue dream",3,0.41
"Blue OG",3,0.41
"Bubba Kush",3,0.41
"Gelato",3,0.41
"Girl Scout Cookie",3,0.41
"gorilla glue",3,0.41
"Granddaddy purple",3,0.41
"Granddaddy Purple",3,0.41
"Grape god",3,0.41
"Headband",3,0.41
"Highwayman",3,0.41
"Hybrid",3,0.41
"indica",3,0.41
"Kush",3,0.41
"Lemon Haze",3,0.41
"Lemon meringue ",3,0.41
"Night Nurse",3,0.41
"Pineapple Express",3,0.41
"Sweet tooth",3,0.41
"Sweet Tooth",3,0.41
"Wedding Cake",3,0.41
"Afghani",2,0.27
"any hybrid",2,0.27
"Berry Gelato",2,0.27
"Bio Diesel",2,0.27
"Blueberry Cookies ",2,0.27
"Buddha's Sister",2,0.27
"CBD",2,0.27
"Cheese",2,0.27
"Cherry Pie",2,0.27
"Chocolate oranges",2,0.27
"Chocolate Oranges",2,0.27
"Citrix",2,0.27
"Cornbread",2,0.27
"Critical Kush",2,0.27
"Death Star",2,0.27
"Durban poison",2,0.27
"GG",2,0.27
"gg4",2,0.27
"Gg4",2,0.27
"Girl Scout cookies",2,0.27
"Gorilla Glue ",2,0.27
"Grand daddy purple",2,0.27
"Green crack",2,0.27
"Harlequin",2,0.27
"Harlequin ",2,0.27
"Haze",2,0.27
"hybrid",2,0.27
"Jack frost",2,0.27
