"response","count","percent_responded"
"Blue Dream",17,2.05
"Indica",13,1.56
"Sour Diesel",12,1.44
"Blue dream",10,1.2
"Bruce Banner",10,1.2
"Gorilla glue",10,1.2
"Sativa",10,1.2
"Gorilla Glue",9,1.08
"GG#4",8,0.96
"Sour diesel",7,0.84
"blue dream",6,0.72
"Jack Herer",6,0.72
"Kush",6,0.72
"Tangie",6,0.72
"Blueberry",5,0.6
"Chocolope",5,0.6
"Gg4",5,0.6
"Girl Scout Cookies",5,0.6
"Northern Lights",5,0.6
"OG Kush",5,0.6
"Sour diesel ",5,0.6
"White Widow",5,0.6
"ACDC",4,0.48
"Blue dream ",4,0.48
"Bubba Kush",4,0.48
"Buddha's Sister",4,0.48
"Don’t know",4,0.48
"Durban Poison",4,0.48
"GG4",4,0.48
"Green crack",4,0.48
"indica",4,0.48
"Lemon Jeffery",4,0.48
"Meltdown",4,0.48
"Skywalker Kush",4,0.48
"sour diesel",4,0.48
"?",3,0.36
"Cannatonic",3,0.36
"CBD",3,0.36
"Flo",3,0.36
"GDP",3,0.36
"GG",3,0.36
"Golden Goat",3,0.36
"Grape God",3,0.36
"GSC",3,0.36
"hybrid",3,0.36
"Lemon Jeffrey",3,0.36
"Mimosa",3,0.36
"Moonrise",3,0.36
"Mr. Clean",3,0.36
"n/a",3,0.36
"Northern lights",3,0.36
"og kush",3,0.36
"Pineapple Express",3,0.36
"sativa",3,0.36
"Sour Tangie",3,0.36
"Sweet tooth",3,0.36
"Sweet Tooth",3,0.36
"Tangerine Haze",3,0.36
"Trainwreck",3,0.36
"24K",2,0.24
"AC/DC",2,0.24
"Bio deisel",2,0.24
"Bio diesel",2,0.24
"Bio Diesel",2,0.24
"Blissful Wizard",2,0.24
"Blue OG",2,0.24
"Blueberry ",2,0.24
"C99",2,0.24
"Chem Dawg",2,0.24
"Chemdawg",2,0.24
"Cinderella",2,0.24
"Cinderella 99",2,0.24
"Clemintine",2,0.24
"Cookie Pebbles",2,0.24
"Diesel",2,0.24
"Domnesia",2,0.24
"Double Black Domina",2,0.24
"Durban poison",2,0.24
"Facewreck",2,0.24
"Fire OG",2,0.24
"Flo OG",2,0.24
"Gg#4",2,0.24
"Ghost Train Haze",2,0.24
"Girl scout cookie",2,0.24
"Girl Scout Cookie",2,0.24
"girl scout cookies",2,0.24
"Girl Scout cookies ",2,0.24
"Gorilla Glue #4",2,0.24
"Granddaddy purple",2,0.24
"Granddaddy Purple",2,0.24
"Grape god",2,0.24
"green crack",2,0.24
"Hawaiian Spice",2,0.24
"Headband",2,0.24
"Highwayman",2,0.24
"I don't know",2,0.24
"Jack herer",2,0.24
"Just use edibles",2,0.24
"Katsu Bubba Kush",2,0.24
"LA Confidential",2,0.24
"Lambs bread",2,0.24
