"response","count","percent_responded"
"Blue Dream",13,1.67
"GSC",10,1.29
"Gorilla Glue",9,1.16
"Grape God",9,1.16
"Green Crack",9,1.16
"Indica",9,1.16
"Sour Diesel",9,1.16
"Girl Scout Cookies",8,1.03
"Gorilla glue",7,0.9
"Blue dream",5,0.64
"Durban Poison",5,0.64
"Facewreck",5,0.64
"GG#4",5,0.64
"GG4",5,0.64
"Hybrid",5,0.64
"Jack Herer",5,0.64
"Lemon Jeffrey",5,0.64
"OG Kush",5,0.64
"Sativa",5,0.64
"?",4,0.51
"CBD",4,0.51
"Gelato",4,0.51
"Gorilla Glue #4",4,0.51
"Haze",4,0.51
"Herijuana",4,0.51
"Maui Wowie",4,0.51
"Northern Lights",4,0.51
"sativa",4,0.51
"Sour diesel",4,0.51
"White Widow",4,0.51
"Acapulco Gold",3,0.39
"Bio Diesel",3,0.39
"Blueberry",3,0.39
"Bruce Banner",3,0.39
"Buddha's Sister",3,0.39
"Cannatonic",3,0.39
"Diesel",3,0.39
"GG",3,0.39
"GG #4",3,0.39
"Gorilla glue #4",3,0.39
"Granddaddy Purple",3,0.39
"Lavender",3,0.39
"Master Kush",3,0.39
"Night nurse",3,0.39
"Pineapple Express ",3,0.39
"Sweet tooth",3,0.39
"Sweet tooth ",3,0.39
"Tangie",3,0.39
"Trainwreck",3,0.39
"1:01",2,0.26
"Ak47",2,0.26
"Amnesia haze",2,0.26
"Black Mamba",2,0.26
"blue dreams",2,0.26
"Blue OG",2,0.26
"Blueberry ",2,0.26
"Bruce banner",2,0.26
"Bubba Kush ",2,0.26
"Bullfighter",2,0.26
"Chocolope",2,0.26
"Chuck og",2,0.26
"Citrix",2,0.26
"Clementine",2,0.26
"Cookies and Cream",2,0.26
"Durban",2,0.26
"Durban poison",2,0.26
"Flo",2,0.26
"French Toast",2,0.26
"GDP",2,0.26
"GG 4",2,0.26
"Ghost Train Haze",2,0.26
"Girl Scout Cookie",2,0.26
"Girl scout cookies",2,0.26
"Gorilla glue ",2,0.26
"Gorilla Glue ",2,0.26
"Grand Daddy Purp",2,0.26
"grandaddy purple",2,0.26
"Gsc ",2,0.26
"Highwayman",2,0.26
"hybrid",2,0.26
"Hybrid ",2,0.26
"INDICA",2,0.26
"Jack Frost",2,0.26
"jack herer",2,0.26
"Jack herer",2,0.26
"Jillybean",2,0.26
"Killer Queen",2,0.26
"Kush",2,0.26
"Lemon ice",2,0.26
"Lemon Jeffery",2,0.26
"lemon jeffrey",2,0.26
"Lemon meringue ",2,0.26
"Lemon Skunk",2,0.26
"LVBK",2,0.26
"MK Ultra",2,0.26
"MOB",2,0.26
"Moonrise",2,0.26
"n/a",2,0.26
"N/A",2,0.26
"Na",2,0.26
"Og kush",2,0.26
"Pineapple express",2,0.26
"Sativa ",2,0.26
"Sour diesel ",2,0.26
"Star killer",2,0.26
"Sugar Black Rose",2,0.26
"Wedding cake",2,0.26
"Wedding Cake",2,0.26
"White widow",2,0.26
"White widow ",2,0.26
"  ChemD",1,0.13
" Cookies and cream ",1,0.13
" Grandaddy Purple ",1,0.13
" Russian Bubble Tea (Friends personal cross)",1,0.13
"???",1,0.13
"10mg CBD capsule ",1,0.13
"3 chems",1,0.13
"3 Chems",1,0.13
