"response","count","percent_responded"
"Blue Dream",11,2.95
"Indica",7,1.88
"?",4,1.07
"Blue dream",4,1.07
"Blueberry",4,1.07
"Facewreck",4,1.07
"Critical Kush",3,0.8
"Flo",3,0.8
"gorilla glue",3,0.8
"Guava D",3,0.8
"Night Nurse",3,0.8
"Pineapple Express",3,0.8
"sativa",3,0.8
"Sour Diesel",3,0.8
"Sweet tooth",3,0.8
"Tangie",3,0.8
"Bio Diesel",2,0.54
"Black dog",2,0.54
"Bruce Banner",2,0.54
"CBD",2,0.54
"Fire OG",2,0.54
"flo og",2,0.54
"Girl Scout Cookies",2,0.54
"Gorilla glue",2,0.54
"Gorilla Glue",2,0.54
"Gorilla Glue #4",2,0.54
"Grand daddy purple",2,0.54
"Grape God",2,0.54
"GSC",2,0.54
"Harlequin ",2,0.54
"Hindu Kush",2,0.54
"Killer Queen",2,0.54
"Master Kush",2,0.54
"Na",2,0.54
"Northern lights",2,0.54
"Peach puree",2,0.54
"Sativa",2,0.54
"SATIVA",2,0.54
"White widow",2,0.54
"'88 G-13 Hashplant",1,0.27
".?",1,0.27
"1-5 CBD ratio",1,0.27
"1:01",1,0.27
"1:1 CBD:THC ",1,0.27
"10 fold",1,0.27
"3d cbd",1,0.27
"3rd Gen Red Hair",1,0.27
"AC/DC",1,0.27
"Acapulco gold",1,0.27
"ACDC",1,0.27
"Afghani",1,0.27
"Allion",1,0.27
"Amnesia Haze ",1,0.27
"Any haze",1,0.27
"Any heavy Indica",1,0.27
"any hybrid",1,0.27
"Any kush",1,0.27
"Any sativa",1,0.27
"Any type KUSH",1,0.27
"Anything good",1,0.27
"anything Purple",1,0.27
"Anytime cbd tinture",1,0.27
"balder",1,0.27
"Berry Gelato",1,0.27
"Big Bud",1,0.27
"Bio deisel",1,0.27
"Bio Desiel ",1,0.27
"bio diesel",1,0.27
"Black Diesel",1,0.27
"Black Dog",1,0.27
"Blue cheese",1,0.27
"Blue Cookies ",1,0.27
"blue dream",1,0.27
"blue dream ",1,0.27
"Blue Dream ",1,0.27
"blueberry",1,0.27
"Blueberry ",1,0.27
"Blueberry Cheese",1,0.27
"Blueberry Kush",1,0.27
"Blueberry Pie",1,0.27
"Bootylicious",1,0.27
"Bruce banner ",1,0.27
"Bubba kush",1,0.27
"bubblegum ",1,0.27
"Buddah ",1,0.27
"CBD 1-1 strains",1,0.27
"CBD Blue Shark",1,0.27
"CBD Mixed",1,0.27
"CBD oil",1,0.27
"CBD punch",1,0.27
"Chem",1,0.27
"Chem 4",1,0.27
"Chem Dawg",1,0.27
"Chemdawg",1,0.27
"Cherry Pie",1,0.27
"Chocolate orange",1,0.27
"Chocolate oranges",1,0.27
"chocolate oranges ",1,0.27
"Chronic",1,0.27
"Chronic Thunder",1,0.27
"Cindy 99",1,0.27
"Cinex",1,0.27
"Citrix",1,0.27
"Commerce city Kush",1,0.27
"Cookie and cream ",1,0.27
"Cookie Pebbles",1,0.27
"cookies and cream",1,0.27
"Corn mash",1,0.27
"Creeper",1,0.27
"Critical Mass CBD",1,0.27
"Dead Head OG",1,0.27
"Death",1,0.27
"Death Star",1,0.27
"don't know",1,0.27
"Don’t have one yet",1,0.27
"Double Black Domina",1,0.27
"Double stuffed",1,0.27
"Dream queen",1,0.27
"Durban poison ",1,0.27
"Durban Poison ",1,0.27
"Durbin poison",1,0.27
"El Fuego",1,0.27
"Feel Comfort Tincture",1,0.27
"Flow",1,0.27
"French toast",1,0.27
"Fruit loop ",1,0.27
"Fruity pebbles kush",1,0.27
"G13",1,0.27
"gdp or ktdawg",1,0.27
"Gelato",1,0.27
"GG",1,0.27
"gg #4",1,0.27
"GG4",1,0.27
"Ghost Train Haze",1,0.27
"Girl Scout",1,0.27
"Girl Scout cookies",1,0.27
"Girl scout Cookies ",1,0.27
"Girls Scout Cookie",1,0.27
"God green crack",1,0.27
"Gods Gift",1,0.27
"Gorilla Glue ",1,0.27
"Gorrila glue 4",1,0.27
"Gorrilla Glue",1,0.27
"Grandaddy purple",1,0.27
"Granddaddy Purple",1,0.27
"Grape Ape",1,0.27
"Grape ape /// sleep aide",1,0.27
"Grape cod",1,0.27
"Grape god",1,0.27
"Grease Monkey",1,0.27
"Green crack",1,0.27
"harlequin",1,0.27
"Harlequin",1,0.27
"Harliquin",1,0.27
"Hash",1,0.27
"hawaii spice",1,0.27
"Haze",1,0.27
"Herijuana",1,0.27
"High CBD strains ",1,0.27
"Homegrown kush variety",1,0.27
"Honey banana ",1,0.27
"Huckleberry",1,0.27
"Huckleberry Kush",1,0.27
"Hybrid ",1,0.27
"I can’t name 3 sorry",1,0.27
"Jack blends",1,0.27
"Jack frost",1,0.27
"Jack Frost",1,0.27
"Jack here",1,0.27
"Jack herer",1,0.27
"Jack Herrar ",1,0.27
"Jack herrer",1,0.27
"Jack pine",1,0.27
"Jack Pine",1,0.27
"Joystick",1,0.27
"Killer queen",1,0.27
"Kosher kush",1,0.27
"Kosher Tangie ",1,0.27
"KT Dawg",1,0.27
"Kt Stardawg",1,0.27
"Kush",1,0.27
"KUSH",1,0.27
"Kush 4",1,0.27
"KUSH any type",1,0.27
"LA Chocolate",1,0.27
"Lambs Bread",1,0.27
"Lemon Alien",1,0.27
"Lemon cello ",1,0.27
"Lemon Haze",1,0.27
"lemon jeffery",1,0.27
"Lemon Jeffery",1,0.27
"Lemon Jeffery ",1,0.27
"lemon jeffrey",1,0.27
"Lemon Jeffrey",1,0.27
"Lemon meringue ",1,0.27
"Lemon Meringue ",1,0.27
"lemonade sour diesel",1,0.27
"Longs Peak Blue",1,0.27
"Lotus",1,0.27
"Lucky Charms",1,0.27
"Mandarin Sunset",1,0.27
"Master kush",1,0.27
"Mix",1,0.27
"Mixture of flower",1,0.27
"MOB",1,0.27
"Moonrise ",1,0.27
"Moonshine Haxe",1,0.27
"Moonshine haze",1,0.27
"most hybrids",1,0.27
"Mother of berries",1,0.27
"Mother of berries cbd ",1,0.27
"Mr clean",1,0.27
"mr. clean",1,0.27
"N/A",1,0.27
"Night Train",1,0.27
"Nite Nurse",1,0.27
"No",1,0.27
"No favorite ",1,0.27
"Northern Lights # 5",1,0.27
"Not sure",1,0.27
"Not Sure",1,0.27
"Not sure of strain",1,0.27
"Not sure what’s in my tincture ",1,0.27
"NYC Diesel",1,0.27
"O G Kush",1,0.27
"og",1,0.27
"Og kush",1,0.27
"OG Kush ",1,0.27
"Orange Krush",1,0.27
"Others",1,0.27
"Pakistan Chitral Kush",1,0.27
"PANAMA RED",1,0.27
"Pbk",1,0.27
"Peach bliss",1,0.27
"Peach purée ",1,0.27
"pen",1,0.27
"Pine",1,0.27
"Pink Panther ",1,0.27
"Platinum Bubba",1,0.27
"Platinum Huckaberry Cookies",1,0.27
"Profiles, strain names are not a good indicator of anything I’ve found. ",1,0.27
"Pucker",1,0.27
"Pure CBD Oil with Hemp Seed Oil",1,0.27
"Purple glue",1,0.27
"Purple Lamborghini",1,0.27
"Purple Lamborghini ",1,0.27
"Purple orange cbd",1,0.27
"Sacaria",1,0.27
"Salves",1,0.27
"Scott's OG",1,0.27
"See above ",1,0.27
"sensi star",1,0.27
"Sherbet cookies",1,0.27
"Shiva  skunk",1,0.27
"Skunk",1,0.27
"Skunk ",1,0.27
"Sky walker",1,0.27
"Skywalker",1,0.27
"snowdrop",1,0.27
"Soothe",1,0.27
"sour diesel",1,0.27
"Sour diesel",1,0.27
"Sour diesel ",1,0.27
"Sour Kosher",1,0.27
"Sour tsunami",1,0.27
"Sour Tsunami ",1,0.27
"Star Cookies",1,0.27
"Star Dawg",1,0.27
"Stardawg",1,0.27
"Stativa",1,0.27
"Strawberry cheesecake",1,0.27
"Strawberry fields ",1,0.27
"sunset sherbert",1,0.27
"Sunshine daydream",1,0.27
"Super Silver haze",1,0.27
"Super Silver Haze",1,0.27
"Super Skunk",1,0.27
"tangerine haze",1,0.27
"Tangerine Haze",1,0.27
"Tangie Kush",1,0.27
"Thc shatter",1,0.27
"The evelyne",1,0.27
"They are all nasty",1,0.27
"Trainwreck",1,0.27
"Tres sisters",1,0.27
"Triangle Kush",1,0.27
"Unknown ",1,0.27
"unknown high cbd/thcv strain I grew",1,0.27
"unkown",1,0.27
"unsure",1,0.27
"using tinctures",1,0.27
"Vapor",1,0.27
"Vyper",1,0.27
"Wappa",1,0.27
"Wedding Crasher",1,0.27
"White Lotus",1,0.27
"white rhino",1,0.27
"White Rino",1,0.27
"White Strwberry Diesel",1,0.27
"White Widow",1,0.27
"whiterhino x bubba",1,0.27
"Your mama",1,0.27
