"response","count","percent_responded"
"Indica",11,2.5
"Blue Dream",10,2.27
"Blue dream",9,2.05
"GG4",6,1.36
"Kush",5,1.14
"Sour diesel",5,1.14
"ACDC",4,0.91
"Bruce Banner",4,0.91
"Cannatonic",4,0.91
"CBD",4,0.91
"GG#4",4,0.91
"indica",4,0.91
"Lemon Jeffery",4,0.91
"Pineapple Express",4,0.91
"Sativa",4,0.91
"?",3,0.68
"Blue dream ",3,0.68
"Gg4",3,0.68
"Golden Goat",3,0.68
"Gorilla glue",3,0.68
"Hawaiian Spice",3,0.68
"Meltdown",3,0.68
"Sour Diesel",3,0.68
"Tangerine Haze",3,0.68
"Acdc",2,0.45
"Afghan",2,0.45
"Black Mamba",2,0.45
"blue dream",2,0.45
"Blue dreams",2,0.45
"Blueberry",2,0.45
"Blueberry ",2,0.45
"Buddha’s Sister",2,0.45
"Cheese",2,0.45
"Cherry Pie",2,0.45
"Cinderella",2,0.45
"Critical mass",2,0.45
"Domnesia",2,0.45
"Gg",2,0.45
"girl scout cookie",2,0.45
"Girl Scout Cookies",2,0.45
"Granddaddy Purple",2,0.45
"Grape God",2,0.45
"Harlequin",2,0.45
"Harlequin ",2,0.45
"Hybrid ",2,0.45
"Jilly Bean",2,0.45
"Lemon Jeffrey",2,0.45
"lemon meringue",2,0.45
"N/A",2,0.45
"Na",2,0.45
"northern lights",2,0.45
"og kush",2,0.45
"Og kush",2,0.45
"Sweet tooth",2,0.45
"Sweet Tooth",2,0.45
"Trainwreck",2,0.45
"unknown",2,0.45
"White Widow",2,0.45
" Grape God",1,0.23
".",1,0.23
"? I don’t know much about strains",1,0.23
"? Use 3/4 CBD to 1/4 THC ",1,0.23
"1 to 1",1,0.23
"2:01",1,0.23
"707 truthband",1,0.23
"9 lb. Hammer",1,0.23
"9lb hammer",1,0.23
"ac/dc",1,0.23
"Ac/Dc",1,0.23
"AC/DC",1,0.23
"AJ Sour Diesel",1,0.23
"Ak47",1,0.23
"Alaskan Thunder Fuck ",1,0.23
"Amnesia haze",1,0.23
"any high CBD",1,0.23
"Any I get my hands on",1,0.23
"any Indica",1,0.23
"Apollo 13 by Brother's Grimm",1,0.23
"bask blend",1,0.23
"Berry gelato",1,0.23
"Bhudda",1,0.23
"Bio diesel",1,0.23
"Bio diesel ",1,0.23
"Black Triangle Kush",1,0.23
"BlackBerry White widow",1,0.23
"Blue berry",1,0.23
"Blue Cheese",1,0.23
"Blue OG",1,0.23
"Blueberry kush",1,0.23
"bluedream",1,0.23
"Bruce banner ",1,0.23
"Bubba Kush",1,0.23
"Bubble Gum",1,0.23
"Buckeye Purple",1,0.23
"Buddha's  sister",1,0.23
"C99",1,0.23
"California Orange ",1,0.23
"Catatonic",1,0.23
"Cbd",1,0.23
