"response","count","percent_responded"
"50","39","19.4"
"100","20","9.95"
"0","15","7.46"
"20","11","5.47"
"200","11","5.47"
"25","10","4.98"
"10","9","4.48"
"150","9","4.48"
"40","9","4.48"
"60","9","4.48"
"75","9","4.48"
"30","7","3.48"
"300","7","3.48"
"15","4","1.99"
"35","4","1.99"
"70","4","1.99"
"1","2","1"
"125","2","1"
"175","2","1"
"250","2","1"
"45","2","1"
"5","2","1"
"120","1","0.5"
"135","1","0.5"
"3","1","0.5"
"33","1","0.5"
"400","1","0.5"
"42","1","0.5"
"500","1","0.5"
"6","1","0.5"
"8","1","0.5"
"80","1","0.5"
"90","1","0.5"
"900","1","0.5"
"On average, how much do you spend (in US dollars) on consumable cannabis products per week?","On average, how much do you spend (in US dollars) on consumable cannabis products per week?","On average, how much do you spend (in US dollars) on consumable cannabis products per week?"
"average = 79.323","average = 79.323","average = 79.323"
