"""On average, how much do you spend (in US dollars) on consumable cannabis products per week?""",,,,,,,
,,,,,,,
Respondent ID,Open-Ended Response,,,,,Average =,79.32338308
10867615622,900,,,,,,
10607782752,500,,,,,,
10878214093,400,,,,,,
10830786742,300,,,,,,
10667384979,300,,,,,,
11161813510,300,,,,,,
10624147163,300,,,,,,
10675097210,300,,,,,,
10831158462,300,,,,,,
10658577550,300,,,,,,
10872582813,250,,,,,,
10622925288,250,,,,,,
10659241585,200,,,,,,
10758288741,200,,,,,,
10877606410,200,,,,,,
10668597062,200,,,,,,
10974437681,200,,,,,,
11170278059,200,,,,,,
10685117930,200,,,,,,
10600857474,200,,,,,,
10875473988,200,,,,,,
10836382971,200,,,,,,
10575479401,200,,,,,,
10867323115,175,,,,,,
11222559871,175,,,,,,
11245529294,150,,,,,,
10667425695,150,,,,,,
10597419828,150,,,,,,
10877194985,150,,,,,,
10888170961,150,,,,,,
10875467061,150,,,,,,
11138400653,150,,,,,,
10667907917,150,,,,,,
10677653881,150,,,,,,
11062634752,135,,,,,,
10875511603,125,,,,,,
11033502369,125,,,,,,
10749570344,120,,,,,,
10877375002,100,,,,,,
10876100377,100,,,,,,
10875993925,100,,,,,,
11186271761,100,,,,,,
10660294275,100,,,,,,
10875696093,100,,,,,,
10667384024,100,,,,,,
10667582585,100,,,,,,
10598221024,100,,,,,,
10681003613,100,,,,,,
10800317244,100,,,,,,
10667369837,100,,,,,,
11238077963,100,,,,,,
11091792560,100,,,,,,
10668361624,100,,,,,,
10877416704,100,,,,,,
10584760225,100,,,,,,
10860535252,100,,,,,,
10660833205,100,,,,,,
10605637047,100,,,,,,
10665891738,90,,,,,,
11105188699,80,,,,,,
10661330404,75,,,,,,
11003496788,75,,,,,,
10802360410,75,,,,,,
10808168894,75,,,,,,
11213907729,75,,,,,,
11166474867,75,,,,,,
10855896441,75,,,,,,
11138930846,75,,,,,,
10684698263,75,,,,,,
11149744263,70,,,,,,
10875507777,70,,,,,,
11132638848,70,,,,,,
10956719648,70,,,,,,
10883497633,60,,,,,,
10659841121,60,,,,,,
10875526461,60,,,,,,
10719755952,60,,,,,,
10867810520,60,,,,,,
10875562577,60,,,,,,
10870148985,60,,,,,,
10685325930,60,,,,,,
10580913646,60,,,,,,
10575849400,50,,,,,,
11006369538,50,,,,,,
11156698544,50,,,,,,
10875529110,50,,,,,,
10868495105,50,,,,,,
10882385979,50,,,,,,
11137652132,50,,,,,,
10576876213,50,,,,,,
10667398958,50,,,,,,
10842274754,50,,,,,,
10822727213,50,,,,,,
10878751296,50,,,,,,
10581447651,50,,,,,,
10691181667,50,,,,,,
10585520406,50,,,,,,
10583893598,50,,,,,,
10626251939,50,,,,,,
11057923056,50,,,,,,
10758753382,50,,,,,,
10716623034,50,,,,,,
10868096498,50,,,,,,
11061509902,50,,,,,,
10581933788,50,,,,,,
11129003813,50,,,,,,
11156548224,50,,,,,,
10598255910,50,,,,,,
10893948558,50,,,,,,
11072705197,50,,,,,,
11215609540,50,,,,,,
11241251752,50,,,,,,
11212805644,50,,,,,,
11100035804,50,,,,,,
10671862630,50,,,,,,
11220644956,50,,,,,,
10876392009,50,,,,,,
10875700450,50,,,,,,
10670361680,50,,,,,,
10658741910,50,,,,,,
11042816472,50,,,,,,
11135054998,45,,,,,,
10879062209,45,,,,,,
10875503972,42,,,,,,
10978063065,40,,,,,,
10880798060,40,,,,,,
10877788133,40,,,,,,
11027692007,40,,,,,,
10767176517,40,,,,,,
10833972658,40,,,,,,
11208627585,40,,,,,,
10579927077,40,,,,,,
11037955315,40,,,,,,
10876876072,35,,,,,,
10604065323,35,,,,,,
10875530570,35,,,,,,
10965547652,35,,,,,,
10658774056,33,,,,,,
10669140575,30,,,,,,
10658649988,30,,,,,,
10668312322,30,,,,,,
10726117373,30,,,,,,
11166535497,30,,,,,,
10675806972,30,,,,,,
11036310394,30,,,,,,
10658550964,25,,,,,,
10671009796,25,,,,,,
11137541759,25,,,,,,
10923325388,25,,,,,,
11151215837,25,,,,,,
10662496256,25,,,,,,
10874749577,25,,,,,,
10859949104,25,,,,,,
11166997346,25,,,,,,
10677560387,25,,,,,,
10875617011,20,,,,,,
11137625236,20,,,,,,
10876510380,20,,,,,,
10867812743,20,,,,,,
11166384877,20,,,,,,
10837914247,20,,,,,,
11064342543,20,,,,,,
11170108737,20,,,,,,
10682649508,20,,,,,,
10875460020,20,,,,,,
10675303210,20,,,,,,
10875458883,15,,,,,,
10591451425,15,,,,,,
10595615049,15,,,,,,
10716518478,15,,,,,,
10699810522,10,,,,,,
11250741921,10,,,,,,
10884768912,10,,,,,,
11246906361,10,,,,,,
10878422887,10,,,,,,
11134769709,10,,,,,,
11249871277,10,,,,,,
10760373939,10,,,,,,
10889700541,10,,,,,,
10598306507,8,,,,,,
10762649964,6,,,,,,
10658580372,5,,,,,,
10602936383,5,,,,,,
10977935510,3,,,,,,
10596131278,1,,,,,,
11044680699,1,,,,,,
10885759801,0,,,,,,
10875462742,0,,,,,,
11138361963,0,,,,,,
11166390085,0,,,,,,
11183903124,0,,,,,,
10598122285,0,,,,,,
10764443236,0,,,,,,
10831929904,0,,,,,,
11131514317,0,,,,,,
10877565497,0,,,,,,
10991821033,0,,,,,,
10978796014,0,,,,,,
10856437127,0,,,,,,
10823088016,0,,,,,,
10668103394,0,,,,,,
