"response","count","percent_responded"
"United States",273,32.77
"USA",261,31.33
"Usa",86,10.32
"usa",45,5.4
"US",37,4.44
"USA ",30,3.6
"Us",10,1.2
"United States ",9,1.08
"Canada",8,0.96
"United states",8,0.96
"United States of America",6,0.72
"us",5,0.6
"America",3,0.36
"U.S.",3,0.36
"Bristol",2,0.24
"South Africa",2,0.24
"Suffolk",2,0.24
"Akron",1,0.12
"america",1,0.12
"America ",1,0.12
"asking that after what state kinda defeats the purpose huh?",1,0.12
"belknap",1,0.12
"Berkshire ",1,0.12
"bristol",1,0.12
"Canada.  family in maine so there part of the year",1,0.12
"Costa Rica",1,0.12
"Duh",1,0.12
"Dupage",1,0.12
"Essex",1,0.12
"Hampden",1,0.12
"hillsborough",1,0.12
"Ireland",1,0.12
"Is",1,0.12
"Middlesex",1,0.12
"Northern ireland",1,0.12
"Not sure",1,0.12
"palm beach",1,0.12
"Perú",1,0.12
"Plymouth",1,0.12
"See above",1,0.12
"Suffolk ",1,0.12
"The one supposed governed by an orange monkey",1,0.12
"U. S. A.",1,0.12
"U.K. ",1,0.12
"U.S.A.",1,0.12
"U.S.A. ",1,0.12
"UK",1,0.12
"United Kingdom",1,0.12
"United State",1,0.12
"united states",1,0.12
"United states ",1,0.12
"United states of america",1,0.12
"United States Of America ",1,0.12
"Unites States",1,0.12
"Untied states",1,0.12
"Us ",1,0.12
"US (duh)",1,0.12
"us of a",1,0.12
"Worcester",1,0.12
"york",1,0.12
