"response","count","percent_responded"
"United States",256,35.46
"USA",207,28.67
"Usa",77,10.66
"US",30,4.16
"usa",29,4.02
"USA ",28,3.88
"United States ",11,1.52
"Us",11,1.52
"United states",9,1.25
"Canada",5,0.69
"United States of America",4,0.55
"U.S.A.",3,0.42
"america",2,0.28
"America",2,0.28
"Bristol",2,0.28
"Germany",2,0.28
"Suffolk",2,0.28
"Unites States",2,0.28
"Akron",1,0.14
"asking that after what state kinda defeats the purpose huh?",1,0.14
"Berkshire ",1,0.14
"Canada.  family in maine so there part of the year",1,0.14
"Croatia",1,0.14
"Duh",1,0.14
"Dupage",1,0.14
"🇺🇸",1,0.14
"Hampden",1,0.14
"Hampden ",1,0.14
"Ireland",1,0.14
"Is",1,0.14
"marijuanaland",1,0.14
"Northern ireland",1,0.14
"Perú",1,0.14
"Plymouth",1,0.14
"Puerto Rico",1,0.14
"Sagnahoc",1,0.14
"See above",1,0.14
"South Africa",1,0.14
"Suffolk ",1,0.14
"The one supposed governed by an orange monkey",1,0.14
"The U.S.",1,0.14
"U.K. ",1,0.14
"U.S.",1,0.14
"U.s.a.",1,0.14
"UK",1,0.14
"United Kingdom",1,0.14
"United Snakes",1,0.14
"United State",1,0.14
"United states ",1,0.14
"United states of america",1,0.14
"United States Of America ",1,0.14
"Untied states",1,0.14
"us",1,0.14
"Us ",1,0.14
"US (duh)",1,0.14
"us of a",1,0.14
"uSA",1,0.14
"Worcester",1,0.14
