"response","count","percent_responded"
"Leafly","349","66.99"
"Weedmaps","219","42.03"
"Wikileaf","91","17.47"
"None","88","16.89"
"The Cannabist","73","14.01"
"Other (please specify)","59","11.32"
"Allbud","43","8.25"
"Healer","41","7.87"
"Medical Jane","39","7.49"
"Eaze","10","1.92"
"Tokr","4","0.77"
"Which apps/websites do you use? (Please select all that apply)","Which apps/websites do you use? (Please select all that apply)","Which apps/websites do you use? (Please select all that apply)"
